freq,ref_ind,kappa,alpha,epsilon_r,epsilon_i,ref_ind_S,kappa_S,alpha_S,alpha_max,epsilonS_r,epsilonS_i,delta_N,delta_A,H_measure_r,H_measure_i,H_calc_r,H_calc_i,T_measure,T_calc
+1.64631168e+012,+3.04953796e+000,+4.97303821e-003,+3.42943411e+000,+9.29965704e+000,+3.03309376e-002,+3.04967401e+000,+4.87305447e-003,+3.36281120e+000,+3.97107839e+001,+9.30048784e+000,+2.97224552e-002,+4.71634979e-004,+3.40228578e-001,-2.67044603e-001,+3.56440659e-001,-2.67044603e-001,+3.56440659e-001,+4.45379347e-001,+4.45379347e-001
+1.65119687e+012,+3.04959363e+000,+4.84700471e-003,+3.35243919e+000,+9.29999783e+000,+2.95627894e-002,+3.04977956e+000,+4.82234883e-003,+3.33769494e+000,+3.95812107e+001,+9.30113214e+000,+2.94142018e-002,+6.26021608e-004,+1.80834883e-001,-4.44251273e-003,+4.50513142e-001,-4.44251269e-003,+4.50513142e-001,+4.50535045e-001,+4.50535045e-001
+1.65608207e+012,+3.04971386e+000,+4.71887911e-003,+3.27347717e+000,+9.30073239e+000,+2.87824621e-002,+3.04991014e+000,+4.78932009e-003,+3.32464195e+000,+3.94534010e+001,+9.30192894e+000,+2.92139918e-002,+4.90601576e-004,+3.29115179e-001,+2.68579291e-001,+3.68363202e-001,+2.68579291e-001,+3.68363202e-001,+4.55879682e-001,+4.55879682e-001
+1.66096727e+012,+3.04989875e+000,+4.62300480e-003,+3.21642943e+000,+9.30186099e+000,+2.81993931e-002,+3.05005759e+000,+4.78347742e-003,+3.33038133e+000,+3.93482666e+001,+9.30282843e+000,+2.91797632e-002,+5.73009582e-004,+2.73006648e-001,+4.40026895e-001,+1.33294790e-001,+4.40026895e-001,+1.33294790e-001,+4.59772954e-001,+4.59772954e-001
+1.66585247e+012,+3.05012978e+000,+4.59043357e-003,+3.20316162e+000,+9.30327060e+000,+2.80028363e-002,+3.05021037e+000,+4.80870404e-003,+3.35779166e+000,+3.92844998e+001,+9.30376020e+000,+2.93351179e-002,+5.74399290e-004,+2.93564609e-001,+4.31552225e-001,-1.61178255e-001,+4.31552225e-001,-1.61178255e-001,+4.60668810e-001,+4.60668810e-001
+1.67073766e+012,+3.05037332e+000,+4.63733852e-003,+3.24538088e+000,+9.30475591e+000,+2.82912274e-002,+3.05035662e+000,+4.86229975e-003,+3.40517278e+000,+3.92708346e+001,+9.30465188e+000,+2.96634965e-002,+4.93128382e-004,+3.76850674e-001,+2.43281179e-001,-3.87748853e-001,+2.43281179e-001,-3.87748853e-001,+4.57749829e-001,+4.57749829e-001
+1.67562286e+012,+3.05059151e+000,+4.75770750e-003,+3.33935526e+000,+9.30608595e+000,+2.90276442e-002,+3.05048718e+000,+4.93579585e-003,+3.46675082e+000,+3.93010986e+001,+9.30544765e+000,+3.01131639e-002,+7.03495364e-004,+1.69714842e-001,-4.06355431e-002,-4.49510073e-001,-4.06355431e-002,-4.49510073e-001,+4.51343054e-001,+4.51343054e-001
+1.68050806e+012,+3.05075564e+000,+4.92511267e-003,+3.46693244e+000,+9.30708570e+000,+3.00506305e-002,+3.05059774e+000,+5.01720050e-003,+3.53420078e+000,+3.93554307e+001,+9.30612139e+000,+3.06109210e-002,+5.30604160e-004,+3.73859702e-001,-2.96960630e-001,-3.28458157e-001,-2.96960630e-001,-3.28458157e-001,+4.42798348e-001,+4.42798348e-001
+1.68539326e+012,+3.05085490e+000,+5.10243010e-003,+3.60219256e+000,+9.30768959e+000,+3.11335477e-002,+3.05068970e+000,+5.09401906e-003,+3.59874421e+000,+3.94069840e+001,+9.30668170e+000,+3.10805429e-002,+5.39260196e-004,+3.66760224e-001,-4.25481834e-001,-8.51626972e-002,-4.25481834e-001,-8.51626972e-002,+4.33921048e-001,+4.33921048e-001
+1.69027846e+012,+3.05089741e+000,+5.25369932e-003,+3.71973567e+000,+9.30794742e+000,+3.20569953e-002,+3.05076948e+000,+5.15629565e-003,+3.65329908e+000,+3.94301411e+001,+9.30716781e+000,+3.14613387e-002,+6.11237871e-004,+2.93830859e-001,-3.86705280e-001,+1.79546682e-001,-3.86705280e-001,+1.79546682e-001,+4.26354294e-001,+4.26354294e-001
+1.69516365e+012,+3.05090534e+000,+5.35309266e-003,+3.80106242e+000,+9.30799477e+000,+3.26635580e-002,+3.05084655e+000,+5.19895202e-003,+3.69416766e+000,+3.94067602e+001,+9.30763766e+000,+3.17224097e-002,+5.35892722e-004,+3.45487051e-001,-2.04709848e-001,+3.68105250e-001,-2.04709848e-001,+3.68105250e-001,+4.21197812e-001,+4.21197812e-001
+1.70004885e+012,+3.05090789e+000,+5.38956547e-003,+3.83798932e+000,+9.30800993e+000,+3.28861357e-002,+3.05093071e+000,+5.22282213e-003,+3.72182371e+000,+3.93294526e+001,+9.30815090e+000,+3.18689368e-002,+5.88578280e-004,+2.80981510e-001,+5.03532423e-002,+4.15839691e-001,+5.03532423e-002,+4.15839691e-001,+4.18877187e-001,+4.18877187e-001
+1.70493405e+012,+3.05093418e+000,+5.36802062e-003,+3.83363154e+000,+9.30817055e+000,+3.27549552e-002,+3.05102914e+000,+5.23405313e-003,+3.74054490e+000,+3.92024696e+001,+9.30875145e+000,+3.19384973e-002,+4.94303325e-004,+3.53751635e-001,+2.86038325e-001,+3.06378146e-001,+2.86038325e-001,+3.06378146e-001,+4.19148531e-001,+4.19148531e-001
+1.70981925e+012,+3.05100663e+000,+5.30781083e-003,+3.80149346e+000,+9.30861330e+000,+3.23883321e-002,+3.05114443e+000,+5.24200627e-003,+3.75696284e+000,+3.90407480e+001,+9.30945483e+000,+3.19882365e-002,+5.13239536e-004,+3.43320071e-001,+4.14040914e-001,+7.71289802e-002,+4.14040914e-001,+7.71289803e-002,+4.21163576e-001,+4.21163576e-001
+1.71470445e+012,+3.05113514e+000,+5.23843550e-003,+3.76252578e+000,+9.30939817e+000,+3.19663492e-002,+3.05127383e+000,+5.25631374e-003,+3.77798052e+000,+3.88669536e+001,+9.31024437e+000,+3.20769051e-002,+5.84320050e-004,+2.98997598e-001,+3.80062908e-001,-1.87092298e-001,+3.80062908e-001,-1.87092298e-001,+4.23616976e-001,+4.23616976e-001
+1.71958964e+012,+3.05131320e+000,+5.19197625e-003,+3.73978063e+000,+9.31048531e+000,+3.16846914e-002,+3.05141033e+000,+5.28405249e-003,+3.80873805e+000,+3.87061148e+001,+9.31107708e+000,+3.22476247e-002,+6.01019921e-004,+3.13341726e-001,+1.91104249e-001,-3.79664664e-001,+1.91104249e-001,-3.79664664e-001,+4.25048339e-001,+4.25048339e-001
+1.72447484e+012,+3.05151869e+000,+5.19324532e-003,+3.75132171e+000,+9.31173934e+000,+3.16945703e-002,+3.05154472e+000,+5.32790053e-003,+3.85125373e+000,+3.85784715e+001,+9.31189679e+000,+3.25166535e-002,+5.52069285e-004,+3.87348194e-001,-7.75357070e-002,-4.17156127e-001,-7.75357070e-002,-4.17156127e-001,+4.24300625e-001,+4.24300625e-001
+1.72936004e+012,+3.05172053e+000,+5.25125513e-003,+3.80397056e+000,+9.31297064e+000,+3.20507262e-002,+3.05166817e+000,+5.38571597e-003,+3.90407387e+000,+3.84931055e+001,+9.31264963e+000,+3.28708360e-002,+5.54694245e-004,+4.12365683e-001,-3.11654773e-001,-2.82978202e-001,-3.11654773e-001,-2.82978202e-001,+4.20957670e-001,+4.20957670e-001
+1.73424524e+012,+3.05188954e+000,+5.35657799e-003,+3.89122687e+000,+9.31400109e+000,+3.26953687e-002,+3.05177439e+000,+5.45147244e-003,+3.96290346e+000,+3.84457024e+001,+9.31329718e+000,+3.32733279e-002,+7.50090756e-004,+2.30131893e-001,-4.13773273e-001,-3.76935282e-002,-4.13773273e-001,-3.76935282e-002,+4.15486610e-001,+4.15486610e-001
+1.73913043e+012,+3.05200788e+000,+5.48612708e-003,+3.99656267e+000,+9.31472197e+000,+3.34874061e-002,+3.05186086e+000,+5.51711576e-003,+4.02191986e+000,+3.84216723e+001,+9.31382425e+000,+3.36749392e-002,+5.93793988e-004,+4.19918263e-001,-3.48647503e-001,+2.13802546e-001,-3.48647503e-001,+2.13802546e-001,+4.08982408e-001,+4.08982408e-001
+1.74401563e+012,+3.05207286e+000,+5.61222639e-003,+4.09990850e+000,+9.31511723e+000,+3.42578477e-002,+3.05192906e+000,+5.57475153e-003,+4.07535129e+000,+3.84024834e+001,+9.31423991e+000,+3.40274924e-002,+6.63917348e-004,+3.68413187e-001,-1.51433139e-001,+3.73146191e-001,-1.51433139e-001,+3.73146191e-001,+4.02703458e-001,+4.02703458e-001
+1.74890083e+012,+3.05209488e+000,+5.71117571e-003,+4.18388092e+000,+9.31525053e+000,+3.48621003e-002,+3.05198365e+000,+5.61859311e-003,+4.11890644e+000,+3.83717849e+001,+9.31457265e+000,+3.42957086e-002,+6.56523472e-004,+3.74700092e-001,+9.64577312e-002,+3.85799221e-001,+9.64577311e-002,+3.85799221e-001,+3.97674657e-001,+3.97674657e-001
+1.75378603e+012,+3.05209212e+000,+5.76852726e-003,+4.23769957e+000,+9.31523304e+000,+3.52121532e-002,+3.05203102e+000,+5.64621996e-003,+4.15072117e+000,+3.83192949e+001,+9.31486145e+000,+3.44648769e-002,+5.72823040e-004,+4.33353232e-001,+3.02231390e-001,+2.53525653e-001,+3.02231390e-001,+2.53525653e-001,+3.94485830e-001,+3.94485830e-001
+1.75867123e+012,+3.05208490e+000,+5.78091491e-003,+4.25862936e+000,+9.31518882e+000,+3.52876862e-002,+3.05207755e+000,+5.65888181e-003,+4.17161713e+000,+3.82423052e+001,+9.31514538e+000,+3.45426923e-002,+7.61758900e-004,+1.89170351e-001,+3.92271890e-001,+2.77616649e-002,+3.92271890e-001,+2.77616649e-002,+3.93253030e-001,+3.93253030e-001
+1.76355642e+012,+3.05209099e+000,+5.75537604e-003,+4.25159290e+000,+9.31522629e+000,+3.51318627e-002,+3.05212821e+000,+5.66082722e-003,+4.18464306e+000,+3.81454473e+001,+9.31545457e+000,+3.45551409e-002,+5.47253197e-004,+4.11209612e-001,+3.33922812e-001,-2.08492497e-001,+3.33922812e-001,-2.08492497e-001,+3.93666821e-001,+3.93666821e-001
+1.76844162e+012,+3.05212219e+000,+5.70689807e-003,+4.22745948e+000,+9.31541729e+000,+3.48363005e-002,+3.05218563e+000,+5.65791037e-003,+4.19407268e+000,+3.80391941e+001,+9.31580510e+000,+3.45379855e-002,+5.55482105e-004,+3.80184241e-001,+1.46933612e-001,-3.66749999e-001,+1.46933612e-001,-3.66749999e-001,+3.95088659e-001,+3.95088659e-001
+1.77332682e+012,+3.05218223e+000,+5.65447902e-003,+4.20020017e+000,+9.31578441e+000,+3.45170008e-002,+3.05225013e+000,+5.65594868e-003,+4.20420035e+000,+3.79372049e+001,+9.31619884e+000,+3.45267402e-002,+6.56716346e-004,+2.46339164e-001,-9.95902864e-002,-3.83994836e-001,-9.95902865e-002,-3.83994836e-001,+3.96699204e-001,+3.96699205e-001
+1.77821202e+012,+3.05226654e+000,+5.61609054e-003,+4.18317710e+000,+9.31629947e+000,+3.42836104e-002,+3.05232040e+000,+5.65935829e-003,+4.21832359e+000,+3.78526823e+001,+9.31662777e+000,+3.45483495e-002,+5.07756574e-004,+3.82512014e-001,-3.09374984e-001,-2.49913091e-001,-3.09374984e-001,-2.49913091e-001,+3.97705210e-001,+3.97705210e-001
+1.78309722e+012,+3.05236439e+000,+5.60369370e-003,+4.18541012e+000,+9.31689694e+000,+3.42090302e-002,+3.05239457e+000,+5.67044513e-003,+4.23819891e+000,+3.77945051e+001,+9.31708048e+000,+3.46168719e-002,+6.41050981e-004,+2.38091880e-001,-3.97242115e-001,-1.60424858e-002,-3.97242115e-001,-1.60424858e-002,+3.97565918e-001,+3.97565918e-001
+1.78798241e+012,+3.05246337e+000,+5.62019841e-003,+4.20923817e+000,+9.31750104e+000,+3.43108996e-002,+3.05247122e+000,+5.68944763e-003,+4.26405216e+000,+3.77645718e+001,+9.31754817e+000,+3.47337503e-002,+5.26271221e-004,+3.65274386e-001,-3.27190205e-001,+2.23332040e-001,-3.27190205e-001,+2.23332040e-001,+3.96144709e-001,+3.96144709e-001
+1.79286761e+012,+3.05255440e+000,+5.65988023e-003,+4.25053965e+000,+9.31805634e+000,+3.45541846e-002,+3.05254985e+000,+5.71514664e-003,+4.29501575e+000,+3.77576447e+001,+9.31802793e+000,+3.48915400e-002,+5.02136468e-004,+3.94697816e-001,-1.28840452e-001,+3.72019784e-001,-1.28840452e-001,+3.72019784e-001,+3.93698592e-001,+3.93698592e-001
+1.79775281e+012,+3.05263494e+000,+5.71203962e-003,+4.30139966e+000,+9.31854747e+000,+3.48735435e-002,+3.05263091e+000,+5.74569283e-003,+4.32973724e+000,+3.77637787e+001,+9.31852246e+000,+3.50789590e-002,+6.60055925e-004,+2.58874017e-001,+1.16930284e-001,+3.72801487e-001,+1.16930284e-001,+3.72801487e-001,+3.90709150e-001,+3.90709150e-001
+1.80263801e+012,+3.05270899e+000,+5.76590980e-003,+4.35376493e+000,+9.31899890e+000,+3.52032893e-002,+3.05271525e+000,+5.77929613e-003,+4.36689382e+000,+3.77720328e+001,+9.31903700e+000,+3.52850908e-002,+5.65135118e-004,+3.93118611e-001,+3.13187649e-001,+2.28451959e-001,+3.13187649e-001,+2.28451959e-001,+3.87655518e-001,+3.87655518e-001
+1.80752320e+012,+3.05278417e+000,+5.81445130e-003,+4.40231615e+000,+9.31945739e+000,+3.55005298e-002,+3.05280345e+000,+5.81455238e-003,+4.40544039e+000,+3.77737189e+001,+9.31957511e+000,+3.55013712e-002,+5.91489702e-004,+4.01976291e-001,+3.84836798e-001,-2.54429196e-003,+3.84836798e-001,-2.54429198e-003,+3.84845209e-001,+3.84845209e-001
+1.81240840e+012,+3.05286779e+000,+5.85570598e-003,+4.44553402e+000,+9.31996747e+000,+3.57533923e-002,+3.05289530e+000,+5.85037987e-003,+4.44456533e+000,+3.77640360e+001,+9.32013546e+000,+3.57211944e-002,+5.94230257e-004,+4.27085382e-001,+3.05672078e-001,-2.29703109e-001,+3.05672078e-001,-2.29703109e-001,+3.82359696e-001,+3.82359696e-001
+1.81729360e+012,+3.05296342e+000,+5.89173727e-003,+4.48494456e+000,+9.32055094e+000,+3.59745168e-002,+3.05298961e+000,+5.88571713e-003,+4.48346356e+000,+3.77418685e+001,+9.32071093e+000,+3.59380665e-002,+6.61464640e-004,+3.87683369e-001,+1.07637772e-001,-3.64547148e-001,+1.07637772e-001,-3.64547148e-001,+3.80105923e-001,+3.80105923e-001
+1.82217880e+012,+3.05306945e+000,+5.92607883e-003,+4.52321282e+000,+9.32119796e+000,+3.61854605e-002,+3.05308462e+000,+5.91922362e-003,+4.52110817e+000,+3.77082277e+001,+9.32129069e+000,+3.61437812e-002,+6.59440794e-004,+4.02043626e-001,-1.30793583e-001,-3.54575295e-001,-1.30793583e-001,-3.54575295e-001,+3.77929360e-001,+3.77929361e-001
+1.82706400e+012,+3.05317987e+000,+5.96096881e-003,+4.56204136e+000,+9.32187177e+000,+3.63998199e-002,+3.05317858e+000,+5.94919993e-003,+4.55618641e+000,+3.76642084e+001,+9.32186408e+000,+3.63279396e-002,+6.51989899e-004,+4.15336665e-001,-3.15037600e-001,-2.04760759e-001,-3.15037601e-001,-2.04760759e-001,+3.75733494e-001,+3.75733493e-001
+1.83194919e+012,+3.05328685e+000,+5.99557781e-003,+4.60079707e+000,+9.32252465e+000,+3.66124378e-002,+3.05327049e+000,+5.97382780e-003,+4.58728038e+000,+3.76094092e+001,+9.32242500e+000,+3.64794243e-002,+6.28928084e-004,+4.40065227e-001,-3.72780505e-001,+2.40371500e-002,-3.72780505e-001,+2.40371500e-002,+3.73554667e-001,+3.73554667e-001
+1.83683439e+012,+3.05338410e+000,+6.02596129e-003,+4.63644325e+000,+9.32311814e+000,+3.67991487e-002,+3.05336057e+000,+5.99167707e-003,+4.61325607e+000,+3.75415119e+001,+9.32297486e+000,+3.65895010e-002,+6.15795898e-004,+4.54886055e-001,-2.83208876e-001,+2.40522280e-001,-2.83208876e-001,+2.40522280e-001,+3.71561885e-001,+3.71561885e-001
+1.84171959e+012,+3.05346948e+000,+6.04668553e-003,+4.66476209e+000,+9.32363932e+000,+3.69267395e-002,+3.05345032e+000,+6.00229505e-003,+4.63372236e+000,+3.74571635e+001,+9.32352283e+000,+3.66554195e-002,+7.89795057e-004,+2.49469667e-001,-8.37537343e-002,+3.60381487e-001,-8.37537342e-002,+3.60381487e-001,+3.69985816e-001,+3.69985816e-001
+1.84660479e+012,+3.05354608e+000,+6.05334806e-003,+4.68228896e+000,+9.32410700e+000,+3.69683544e-002,+3.05354206e+000,+6.00662788e-003,+4.64936719e+000,+3.73537276e+001,+9.32408300e+000,+3.66829817e-002,+5.86852046e-004,+4.72615271e-001,+1.46774096e-001,+3.38566710e-001,+1.46774096e-001,+3.38566709e-001,+3.69012266e-001,+3.69012266e-001
+1.85148999e+012,+3.05362120e+000,+6.04491163e-003,+4.68813310e+000,+9.32456588e+000,+3.69177406e-002,+3.05363805e+000,+6.00704842e-003,+4.66199347e+000,+3.72311658e+001,+9.32466927e+000,+3.66867033e-002,+6.00957901e-004,+4.46864289e-001,+3.19134579e-001,+1.84612799e-001,+3.19134579e-001,+1.84612799e-001,+3.68685184e-001,+3.68685184e-001
+1.85637518e+012,+3.05370388e+000,+6.02494615e-003,+4.68497775e+000,+9.32507110e+000,+3.67968029e-002,+3.05373962e+000,+6.00688766e-003,+4.67416915e+000,+3.70933340e+001,+9.32528960e+000,+3.66869417e-002,+7.41285936e-004,+2.60044857e-001,+3.66469537e-001,-4.18748539e-002,+3.66469537e-001,-4.18748539e-002,+3.68854205e-001,+3.68854205e-001
+1.86126038e+012,+3.05380160e+000,+6.00128274e-003,+4.67885763e+000,+9.32566821e+000,+3.66534537e-002,+3.05384643e+000,+6.00955646e-003,+4.68855175e+000,+3.69481827e+001,+9.32594187e+000,+3.67045250e-002,+5.64648307e-004,+4.39992584e-001,+2.69172518e-001,-2.52674750e-001,+2.69172518e-001,-2.52674750e-001,+3.69186096e-001,+3.69186096e-001
+1.86614558e+012,+3.05391722e+000,+5.98402227e-003,+4.67764578e+000,+9.32637458e+000,+3.65494173e-002,+3.05395634e+000,+6.01752791e-003,+4.70709317e+000,+3.68066119e+001,+9.32661311e+000,+3.67545350e-002,+7.02156192e-004,+2.92820132e-001,+6.42261248e-002,-3.63617354e-001,+6.42261249e-002,-3.63617354e-001,+3.69245954e-001,+3.69245955e-001
+1.87103078e+012,+3.05404727e+000,+5.98231745e-003,+4.68855479e+000,+9.32716892e+000,+3.65405605e-002,+3.05406595e+000,+6.03153940e-003,+4.73040431e+000,+3.66800860e+001,+9.32728248e+000,+3.68414383e-002,+5.99711135e-004,+4.24620786e-001,-1.66656346e-001,-3.28813124e-001,-1.66656346e-001,-3.28813124e-001,+3.68635875e-001,+3.68635875e-001
+1.87591597e+012,+3.05418245e+000,+6.00091789e-003,+4.71541234e+000,+9.32799441e+000,+3.66557962e-002,+3.05417156e+000,+6.05031622e-003,+4.75751993e+000,+3.65776199e+001,+9.32792731e+000,+3.69574074e-002,+5.74034331e-004,+4.68401633e-001,-3.29460330e-001,-1.62032722e-001,-3.29460330e-001,-1.62032722e-001,+3.67149441e-001,+3.67149441e-001
+1.88080117e+012,+3.05431049e+000,+6.03790329e-003,+4.75683019e+000,+9.32877614e+000,+3.68832628e-002,+3.05427029e+000,+6.07094044e-003,+4.78616890e+000,+3.65032232e+001,+9.32853016e+000,+3.70845861e-002,+7.73205918e-004,+2.62658396e-001,-3.58527849e-001,+6.77543435e-002,-3.58527849e-001,+6.77543434e-002,+3.64873772e-001,+3.64873772e-001
+1.88568637e+012,+3.05442047e+000,+6.08482554e-003,+4.80624828e+000,+9.32944740e+000,+3.71712314e-002,+3.05436108e+000,+6.08977044e-003,+4.81348414e+000,+3.64549067e+001,+9.32908450e+000,+3.72007156e-002,+6.02896913e-004,+4.67020707e-001,-2.44807861e-001,+2.66914110e-001,-2.44807861e-001,+2.66914110e-001,+3.62179556e-001,+3.62179556e-001
+1.89057157e+012,+3.05450674e+000,+6.12943606e-003,+4.85402770e+000,+9.32997388e+000,+3.74448075e-002,+3.05444505e+000,+6.10364026e-003,+4.83694570e+000,+3.64256930e+001,+9.32959732e+000,+3.72864676e-002,+6.64410030e-004,+4.00545493e-001,-3.70342299e-002,+3.57682653e-001,-3.70342299e-002,+3.57682653e-001,+3.59594792e-001,+3.59594792e-001
+1.89545677e+012,+3.05457101e+000,+6.15989475e-003,+4.89075361e+000,+9.33036614e+000,+3.76316719e-002,+3.05452532e+000,+6.11098056e-003,+4.85527627e+000,+3.64061353e+001,+9.33008756e+000,+3.73322897e-002,+6.15757054e-004,+4.33289373e-001,+1.81813691e-001,+3.07955066e-001,+1.81813691e-001,+3.07955066e-001,+3.57620666e-001,+3.57620666e-001
+1.90034196e+012,+3.05462183e+000,+6.16876961e-003,+4.91042315e+000,+9.33067648e+000,+3.76865167e-002,+3.05460606e+000,+6.11251221e-003,+4.86900992e+000,+3.63873003e+001,+9.33058080e+000,+3.73426337e-002,+6.04697041e-004,+4.37989080e-001,+3.28066554e-001,+1.39686301e-001,+3.28066554e-001,+1.39686301e-001,+3.56566861e-001,+3.56566861e-001
+1.90522716e+012,+3.05467198e+000,+6.15550923e-003,+4.91246377e+000,+9.33098300e+000,+3.76061231e-002,+3.05469130e+000,+6.11126613e-003,+4.88053152e+000,+3.63632675e+001,+9.33110162e+000,+3.73360630e-002,+7.15217558e-004,+3.24843856e-001,+3.46876040e-001,-8.20805862e-002,+3.46876040e-001,-8.20805862e-002,+3.56455060e-001,+3.56455060e-001
+1.91011236e+012,+3.05473469e+000,+6.12686262e-003,+4.90213950e+000,+9.33136646e+000,+3.74318795e-002,+3.05478370e+000,+6.11187007e-003,+4.89352926e+000,+3.63325769e+001,+9.33166611e+000,+3.73408822e-002,+6.02787923e-004,+4.61343359e-001,+2.30536769e-001,-2.72586619e-001,+2.30536769e-001,-2.72586619e-001,+3.57002334e-001,+3.57002334e-001
+1.91499756e+012,+3.05481969e+000,+6.09530605e-003,+4.88936378e+000,+9.33188617e+000,+3.72401219e-002,+3.05488372e+000,+6.11928057e-003,+4.91199314e+000,+3.62983466e+001,+9.33227709e+000,+3.73873812e-002,+5.95184198e-004,+4.77446690e-001,+2.24733699e-002,-3.56973572e-001,+2.24733699e-002,-3.56973573e-001,+3.57680282e-001,+3.57680282e-001
+1.91988276e+012,+3.05493007e+000,+6.07579756e-003,+4.88614794e+000,+9.33256084e+000,+3.71222734e-002,+3.05498958e+000,+6.13734674e-003,+4.93906258e+000,+3.62669340e+001,+9.33292366e+000,+3.74990606e-002,+6.46529309e-004,+4.30245891e-001,-1.95920581e-001,-2.99447458e-001,-1.95920581e-001,-2.99447458e-001,+3.57845852e-001,+3.57845852e-001
+1.92476795e+012,+3.05506097e+000,+6.08143699e-003,+4.90312765e+000,+9.33336055e+000,+3.71583216e-002,+3.05509793e+000,+6.16767147e-003,+4.97609626e+000,+3.62452864e+001,+9.33358535e+000,+3.76856808e-002,+6.93090041e-004,+3.62306332e-001,-3.35699972e-001,-1.21263066e-001,-3.35699972e-001,-1.21263067e-001,+3.56930248e-001,+3.56930248e-001
+1.92965315e+012,+3.05520086e+000,+6.11913790e-003,+4.94604545e+000,+9.33421485e+000,+3.73903907e-002,+3.05520504e+000,+6.20913649e-003,+5.02226496e+000,+3.62376841e+001,+9.33423930e+000,+3.79403702e-002,+5.84395899e-004,+4.49981542e-001,-3.38870879e-001,+1.04567584e-001,-3.38870879e-001,+1.04567584e-001,+3.54637636e-001,+3.54637636e-001
+1.93453835e+012,+3.05533549e+000,+6.18693834e-003,+5.01350832e+000,+9.33503667e+000,+3.78063446e-002,+3.05530802e+000,+6.25822131e-003,+5.07478236e+000,+3.62431731e+001,+9.33486796e+000,+3.82415876e-002,+5.59125277e-004,+4.50745970e-001,-2.05722680e-001,+2.84477252e-001,-2.05722680e-001,+2.84477252e-001,+3.51068551e-001,+3.51068551e-001
+1.93942355e+012,+3.05545303e+000,+6.27434015e-003,+5.09717252e+000,+9.33575382e+000,+3.83419032e-002,+3.05540582e+000,+6.30998139e-003,+5.12967563e+000,+3.62549587e+001,+9.33546490e+000,+3.85591077e-002,+6.62966018e-004,+3.25908526e-001,+5.99374261e-003,+3.46643227e-001,+5.99374264e-003,+3.46643227e-001,+3.46695042e-001,+3.46695042e-001
+1.94430874e+012,+3.05554824e+000,+6.36575153e-003,+5.18445993e+000,+9.33633454e+000,+3.89017218e-002,+3.05549952e+000,+6.35935826e-003,+5.18283858e+000,+3.62621234e+001,+9.33603686e+000,+3.88620322e-002,+5.50658877e-004,+4.33644745e-001,+2.09270950e-001,+2.70741321e-001,+2.09270950e-001,+2.70741321e-001,+3.42191749e-001,+3.42191749e-001
+1.94919394e+012,+3.05562401e+000,+6.44554048e-003,+5.26263201e+000,+9.33679655e+000,+3.93902965e-002,+3.05559205e+000,+6.40242569e-003,+5.23104867e+000,+3.62528239e+001,+9.33660178e+000,+3.91264020e-002,+6.63082494e-004,+3.00330132e-001,+3.25561527e-001,+9.16241059e-002,+3.25561527e-001,+9.16241059e-002,+3.38208937e-001,+3.38208937e-001
+1.95407914e+012,+3.05568985e+000,+6.50260042e-003,+5.32252642e+000,+9.33719817e+000,+3.97398602e-002,+3.05568730e+000,+6.43722557e-003,+5.27266328e+000,+3.62175813e+001,+9.33718346e+000,+3.93402969e-002,+5.44810889e-004,+4.21155829e-001,+3.13355205e-001,-1.18994644e-001,+3.13355205e-001,-1.18994644e-001,+3.35188320e-001,+3.35188320e-001
+1.95896434e+012,+3.05575854e+000,+6.53294667e-003,+5.36073393e+000,+9.33761761e+000,+3.99262153e-002,+3.05578898e+000,+6.46398304e-003,+5.30781649e+000,+3.61515980e+001,+9.33780450e+000,+3.95051363e-002,+5.19700336e-004,+4.30967012e-001,+1.79906154e-001,-2.80544780e-001,+1.79906154e-001,-2.80544780e-001,+3.33274058e-001,+3.33274058e-001
+1.96384954e+012,+3.05584225e+000,+6.53994677e-003,+5.37986073e+000,+9.33812910e+000,+3.99700914e-002,+3.05589947e+000,+6.48467382e-003,+5.33808528e+000,+3.60556948e+001,+9.33847951e+000,+3.96330226e-002,+6.72277683e-004,+2.33383913e-001,-2.30222015e-002,-3.31518743e-001,-2.30222016e-002,-3.31518742e-001,+3.32317165e-001,+3.32317165e-001
