,t,y
2353,1182.525465667201,-1.3737136866045026e-10
2354,1182.4755711498412,-1.355523792569044e-10
2355,1182.4256766324816,-1.319144004498127e-10
2356,1182.3757821151219,-1.291859163444939e-10
2357,1182.3258875977622,-1.2645743223917512e-10
2358,1182.2759930804025,-1.2372894813385634e-10
2359,1182.226098563043,-1.2100046402853756e-10
2360,1182.1762040456833,-1.1645299051967291e-10
2361,1182.1263095283236,-1.1372450641435413e-10
2362,1182.076415010964,-1.0826753820371656e-10
2363,1182.0265204936043,-1.0372006469485192e-10
2364,1181.9766259762446,-9.826309648421435e-11
2365,1181.926731458885,-9.371562297534971e-11
2366,1181.8768369415252,-8.825865476471214e-11
2367,1181.8269424241655,-8.189219185230164e-11
2368,1181.7770479068058,-7.643522364166407e-11
2369,1181.7271533894461,-7.006876072925357e-11
2370,1181.6772588720867,-6.370229781684308e-11
2371,1181.627364354727,-5.824532960620551e-11
2372,1181.5774698373673,-5.096937199202208e-11
2373,1181.5275753200076,-4.3693414377838655e-11
2374,1181.477680802648,-3.732695146542816e-11
2375,1181.4277862852882,-3.186998325479059e-11
2376,1181.3778917679285,-2.550352034238009e-11
2377,1181.3279972505688,-1.8227562728196664e-11
2378,1181.2781027332092,-1.0951605114013239e-11
2379,1181.2282082158495,-6.404131605148598e-12
2380,1181.1783136984898,1.7813207108077562e-12
2381,1181.1284191811303,9.057278324991183e-12
2382,1181.0785246637706,1.7242730640947537e-11
2383,1181.028630146411,2.4518688255130963e-11
2384,1180.9787356290512,3.088515116754146e-11
2385,1180.9288411116916,3.9070603483497815e-11
2386,1180.8789465943319,4.4527571694135384e-11
2387,1180.8290520769722,5.089403460654588e-11
2388,1180.7791575596125,5.635100281718345e-11
2389,1180.7292630422528,6.271746572959395e-11
2390,1180.679368524893,6.817443394023152e-11
2391,1180.6294740075334,7.363140215086909e-11
2392,1180.579579490174,7.908837036150666e-11
2393,1180.5296849728143,8.545483327391715e-11
2394,1180.4797904554546,9.273079088810058e-11
2395,1180.429895938095,9.909725380051108e-11
2396,1180.3800014207352,1.0455422201114865e-10
2397,1180.3301069033755,1.0910169552001329e-10
2398,1180.2802123860158,1.1455866373065086e-10
2399,1180.2303178686561,1.191061372395155e-10
2400,1180.1804233512964,1.2365361074838014e-10
2401,1180.1305288339368,1.2638209485369893e-10
2402,1180.080634316577,1.2820108425724478e-10
2403,1180.0307397992176,1.3092956836256357e-10
2404,1179.980845281858,1.3365805246788235e-10
2405,1179.9309507644982,1.354770418714282e-10
2406,1179.8810562471385,1.3638653657320114e-10
2407,1179.8311617297788,1.3729603127497406e-10
2408,1179.7812672124192,1.38205525976747e-10
2409,1179.7313726950595,1.38205525976747e-10
2410,1179.6814781776998,1.38205525976747e-10
2411,1179.63158366034,1.38205525976747e-10
2412,1179.5816891429804,1.38205525976747e-10
2413,1179.5317946256207,1.38205525976747e-10
2414,1179.4819001082612,1.38205525976747e-10
2415,1179.4320055909016,1.38205525976747e-10
2416,1179.3821110735419,1.38205525976747e-10
2417,1179.3322165561822,1.3638653657320114e-10
2418,1179.2823220388225,1.3456754716965528e-10
2419,1179.2324275214628,1.318390630643365e-10
2420,1179.182533004103,1.3002007366079064e-10
2421,1179.1326384867434,1.2729158955547185e-10
2422,1179.0827439693837,1.2456310545015307e-10
2423,1179.032849452024,1.2092512664306136e-10
2424,1178.9829549346643,1.1728714783596964e-10
2425,1178.933060417305,1.1364916902887793e-10
2426,1178.8831658999452,1.1001119022178622e-10
2427,1178.8332713825855,1.0546371671292158e-10
2428,1178.7833768652258,1.0091624320405693e-10
2429,1178.7334823478661,9.545927499341937e-11
2430,1178.6835878305064,8.909281208100887e-11
2431,1178.6336933131468,8.181685446682544e-11
2432,1178.583798795787,7.545039155441494e-11
2433,1178.5339042784274,6.817443394023152e-11
2434,1178.4840097610677,6.089847632604809e-11
