,freq,Y
0,0.005000569425400793,-40.29337589801892
1,0.010001138850801587,-35.057831949151264
2,0.01500170827620238,-25.7903718633076
3,0.020002277701603174,-26.389558579997512
4,0.025002847127003968,-29.49287785758355
5,0.03000341655240476,-27.329565171218448
6,0.03500398597780555,-21.502414021111534
7,0.04000455540320635,-21.89897379362543
8,0.04500512482860714,-22.203507093391238
9,0.050005694254007936,-19.084701862863966
10,0.05500626367940873,-15.216838595324262
11,0.06000683310480952,-17.476102683285646
12,0.06500740253021031,-15.271626313794215
13,0.0700079719556111,-14.273998169663088
14,0.0750085413810119,-10.316468963973584
15,0.0800091108064127,-6.615137972156262
16,0.08500968023181349,-10.893633877691414
17,0.09001024965721428,-7.589440856044618
18,0.09501081908261508,-0.512211735007206
19,0.10001138850801587,-1.3113638315623177
20,0.10501195793341667,-4.406289460297373
21,0.11001252735881746,-3.906329433333923
22,0.11501309678421825,-1.0164436323864336
23,0.12001366620961904,0.0
24,0.12501423563501984,-1.8194444641733014
25,0.13001480506042062,-2.371607732151844
26,0.13501537448582143,-0.668931647240818
27,0.1400159439112222,-1.7634229679799347
28,0.14501651333662302,-1.1532961090427563
29,0.1500170827620238,-1.7174279243914938
30,0.1550176521874246,-2.4920756133179367
31,0.1600182216128254,-3.7465177042848907
32,0.16501879103822617,-5.047013076430048
33,0.17001936046362698,-4.40948772512332
34,0.17501992988902776,-6.754780877924546
35,0.18002049931442857,-5.256470203757274
36,0.18502106873982935,-6.247030624207483
37,0.19002163816523016,-8.41616417636169
38,0.19502220759063094,-9.213250015715744
39,0.20002277701603174,-7.821801095337051
40,0.20502334644143252,-8.106184036036666
41,0.21002391586683333,-10.816555606051466
42,0.2150244852922341,-10.372598748257175
43,0.22002505471763492,-12.075321726690945
44,0.2250256241430357,-12.616695308178087
45,0.2300261935684365,-13.889239595628297
46,0.2350267629938373,-17.48005877796855
47,0.24002733241923807,-15.64994544408269
48,0.24502790184463888,-18.438106023491315
49,0.2500284712700397,-19.615757339210788
50,0.25502904069544047,-19.154101405583305
