,freq,alpha_0deg,alpha_err_0deg,alpha_180deg,alpha_err_180deg,alpha_90deg,alpha_err_90deg
0,200293112000.0,0.456954394,0.101305527,0.610573839,0.1304254,0.487833914,0.0768195449
1,205178310000.0,-0.453440254,0.169515776,0.153186899,0.226547673,0.0931271077,0.0957213866
2,210063508000.0,2.83412086,0.147253192,2.6853153,0.137572285,2.7321529,0.102426101
3,214948705000.0,0.122530934,0.204727021,-0.0240225218,0.209704023,-0.228884571,0.108605397
4,219833903000.0,0.364191638,0.199575289,0.360161962,0.205341379,0.219279782,0.0991045114
5,224719101000.0,0.620941454,0.133198803,0.708234992,0.112300799,0.608858816,0.0757696451
6,229604299000.0,0.271820075,0.194431491,0.495853396,0.254874752,0.448608519,0.0987038252
7,234489497000.0,1.15094014,0.197667814,0.762488361,0.251713705,0.68819018,0.106914112
8,239374695000.0,1.27302418,0.211979328,0.934887607,0.25760713,0.700669911,0.113233185
9,244259893000.0,0.457399949,0.18247925,0.373735929,0.179258786,0.232202614,0.0981965269
10,249145090000.0,0.660346706,0.198877134,0.686264808,0.165195504,0.593267199,0.0868474309
11,254030288000.0,0.520755144,0.225605849,0.65299715,0.262186967,0.600105907,0.101713378
12,258915486000.0,-0.0891527913,0.120306149,0.30145376,0.196900311,0.314248907,0.0845844029
13,263800684000.0,2.78476645,0.225262131,2.74604033,0.282644194,2.71465378,0.115571648
14,268685882000.0,0.44897647,0.122019749,0.176097119,0.146456196,-0.00374566547,0.0792135737
15,273571080000.0,0.576734591,0.245033901,0.51669836,0.231402054,0.41101684,0.105923477
16,278456277000.0,0.531083342,0.242396862,0.595293596,0.250273322,0.521009143,0.106976071
17,283341475000.0,0.161604522,0.169412158,0.392780861,0.153108283,0.346921694,0.0865019443
18,288226673000.0,0.34156401,0.241783293,1.13425475,0.310765873,1.06482154,0.121131482
19,293111871000.0,0.88186603,0.175621218,0.240136567,0.247840671,0.0801153426,0.0990213511
20,297997069000.0,0.533545022,0.261018939,0.357521614,0.299381537,0.20082018,0.112498664
21,302882267000.0,0.56830323,0.229143442,0.575745108,0.225439445,0.454675541,0.0975763073
22,307767465000.0,0.345123141,0.234370226,0.507838356,0.188956299,0.403034837,0.0935950358
23,312652662000.0,0.223813049,0.272834629,0.655903468,0.328974429,0.559185986,0.120632766
24,317537860000.0,1.53080456,0.265806331,2.002915,0.321155091,1.93786488,0.128185914
25,322423058000.0,0.653377535,0.255123738,0.184223684,0.353623641,-0.0445769759,0.119274473
26,327308256000.0,0.7180805,0.187353932,0.622150592,0.20433008,0.467773701,0.0838716659
27,332193454000.0,0.531852277,0.285340268,0.614814346,0.254453886,0.475083889,0.112313532
28,337078652000.0,0.292880802,0.30307631,0.565804671,0.337323264,0.431835093,0.124938696
29,341963850000.0,0.34243652,0.0861192694,1.01109934,0.121691372,0.875902532,0.0762183553
30,346849047000.0,1.38315603,0.27792947,1.26926058,0.337178313,1.29320715,0.12312023
31,351734245000.0,0.91855092,0.165401661,0.602200911,0.266586627,0.420234988,0.0825136595
32,356619443000.0,0.71603094,0.313379322,0.677628084,0.319011812,0.525203498,0.125658579
