freq            ,ref_ind         ,kappa           ,alpha           ,epsilon_r       ,epsilon_i       ,ref_ind_S       ,kappa_S         ,alpha_S         ,alpha_max       ,epsilonS_r      ,epsilonS_i      ,delta_N         ,delta_A         ,H_measure_r     ,H_measure_i     ,H_calc_r        ,H_calc_i        ,T_measure       ,T_calc          ,thickness       ,allThicknesses  ,QSnValue        ,QSkValue        ,Num_Thickness   ,N_std           ,delta_K         ,delta_Eps_1     ,delta_Eps_2     
+1.86029977e+011,+1.52739696e+000,+2.22665006e-003,+1.73509601e-001,+2.33293653e+000,+6.80195709e-003,+1.52739696e+000,+2.22665006e-003,+1.73629719e-001,+1.45285133e+001,+2.33293653e+000,+6.80195709e-003,+1.20337924e-004,+9.38380082e-003,-6.55257894e-001,+6.30395292e-001,-6.55257894e-001,+6.30395292e-001,+9.09264060e-001,+9.09264061e-001,                ,+8.00000000e-003,                ,                ,                ,                ,+1.20339080e-004,+3.68143465e-004,+3.68146992e-004
+1.90925503e+011,+1.52778417e+000,+2.20906452e-003,+1.76669244e-001,+2.33411960e+000,+6.74994761e-003,+1.52778417e+000,+2.20906452e-003,+1.76791550e-001,+1.40087368e+001,+2.33411960e+000,+6.74994761e-003,+1.47741645e-004,+1.18238796e-002,-3.41998637e-001,+7.90712375e-001,-3.41998637e-001,+7.90712375e-001,+8.61503992e-001,+8.61503992e-001,                ,                ,                ,                ,                ,                ,+1.47742994e-004,+4.52087441e-004,+4.52091557e-004
+1.95821028e+011,+1.52650628e+000,+2.15405189e-003,+1.76686796e-001,+2.33021678e+000,+6.57634745e-003,+1.52650628e+000,+2.15405189e-003,+1.76809114e-001,+1.38160035e+001,+2.33021678e+000,+6.57634745e-003,+1.50987219e-004,+1.23934559e-002,-1.19271402e-002,+9.24553234e-001,-1.19271402e-002,+9.24553234e-001,+9.24630164e-001,+9.24630164e-001,                ,                ,                ,                ,                ,                ,+1.50988523e-004,+4.61616350e-004,+4.61620326e-004
+2.00716554e+011,+1.52791641e+000,+1.82278281e-003,+1.53252203e-001,+2.33452523e+000,+5.57011952e-003,+1.52791641e+000,+1.82278281e-003,+1.53358297e-001,+1.40968004e+001,+2.33452523e+000,+5.57011952e-003,+1.34654225e-004,+1.13291138e-002,+4.24019082e-001,+7.66882047e-001,+4.24019082e-001,+7.66882046e-001,+8.76299181e-001,+8.76299181e-001,                ,                ,                ,                ,                ,                ,+1.34655341e-004,+4.11971696e-004,+4.11975102e-004
+2.05612080e+011,+1.52691927e+000,+2.27213737e-003,+1.95691436e-001,+2.33147728e+000,+6.93874065e-003,+1.52691927e+000,+2.27213737e-003,+1.95826910e-001,+1.38651762e+001,+2.33147728e+000,+6.93874065e-003,+1.43589414e-004,+1.23755249e-002,+6.58621934e-001,+5.91608534e-001,+6.58621934e-001,+5.91608534e-001,+8.85315486e-001,+8.85315486e-001,                ,                ,                ,                ,                ,                ,+1.43590544e-004,+4.39151402e-004,+4.39154845e-004
+2.10507606e+011,+1.52699765e+000,+2.20316630e-003,+1.94269078e-001,+2.33171697e+000,+6.72845952e-003,+1.52699765e+000,+2.20316630e-003,+1.94403568e-001,+1.30902533e+001,+2.33171697e+000,+6.72845952e-003,+1.89589609e-004,+1.67291832e-002,+8.79812237e-001,+2.04171791e-001,+8.79812237e-001,+2.04171791e-001,+9.03191946e-001,+9.03191946e-001,                ,                ,                ,                ,                ,                ,+1.89591030e-004,+5.79841175e-004,+5.79845510e-004
+2.15403131e+011,+1.52788606e+000,+2.65930541e-003,+2.39943417e-001,+2.33442873e+000,+8.12623132e-003,+1.52788606e+000,+2.65930541e-003,+2.40109526e-001,+1.33074011e+001,+2.33442873e+000,+8.12623132e-003,+1.75238015e-004,+1.58224094e-002,+8.25868766e-001,-1.59476754e-001,+8.25868766e-001,-1.59476754e-001,+8.41125469e-001,+8.41125469e-001,                ,                ,                ,                ,                ,                ,+1.75239274e-004,+5.36419468e-004,+5.36423308e-004
+2.20298657e+011,+1.52719256e+000,+2.10941413e-003,+1.94653541e-001,+2.33231266e+000,+6.44296312e-003,+1.52719256e+000,+2.10941413e-003,+1.94788297e-001,+1.28680659e+001,+2.33231266e+000,+6.44296312e-003,+1.96688160e-004,+1.81627749e-002,+7.56347000e-001,-5.19618003e-001,+7.56347000e-001,-5.19618003e-001,+9.17640264e-001,+9.17640264e-001,                ,                ,                ,                ,                ,                ,+1.96689506e-004,+6.01591189e-004,+6.01595294e-004
+2.25194183e+011,+1.52797698e+000,+1.91784056e-003,+1.80908210e-001,+2.33470996e+000,+5.86083245e-003,+1.52797698e+000,+1.91784056e-003,+1.81033450e-001,+1.27792522e+001,+2.33470996e+000,+5.86083245e-003,+2.04185496e-004,+1.92740986e-002,+3.92063822e-001,-7.73962293e-001,+3.92063822e-001,-7.73962293e-001,+8.67601102e-001,+8.67601102e-001,                ,                ,                ,                ,                ,                ,+2.04186840e-004,+6.24764669e-004,+6.24768772e-004
+2.30089708e+011,+1.52772821e+000,+2.26598973e-003,+2.18395527e-001,+2.33394836e+000,+6.92363288e-003,+1.52772821e+000,+2.26598973e-003,+2.18546719e-001,+1.24977277e+001,+2.33394836e+000,+6.92363288e-003,+2.22487258e-004,+2.14582460e-002,+9.59621568e-002,-8.72891293e-001,+9.59621567e-002,-8.72891293e-001,+8.78150297e-001,+8.78150297e-001,                ,                ,                ,                ,                ,                ,+2.22488652e-004,+6.80808436e-004,+6.80812689e-004
+2.34985234e+011,+1.52750018e+000,+1.76397450e-003,+1.73628689e-001,+2.33325370e+000,+5.38894275e-003,+1.52750018e+000,+1.76397450e-003,+1.73748889e-001,+1.15713602e+001,+2.33325370e+000,+5.38894275e-003,+3.10703554e-004,+3.06040266e-002,-3.40698597e-001,-8.44658397e-001,-3.40698597e-001,-8.44658397e-001,+9.10781720e-001,+9.10781720e-001,                ,                ,                ,                ,                ,                ,+3.10705425e-004,+9.50295625e-004,+9.50301335e-004
+2.39880760e+011,+1.52789157e+000,+2.17955234e-003,+2.19003637e-001,+2.33444790e+000,+6.66023928e-003,+1.52771697e+000,+2.36247652e-003,+2.37548383e-001,+1.19894061e+001,+2.33391355e+000,+7.21839094e-003,+2.65683120e-004,+2.67147460e-002,-5.99703896e-001,-5.98774207e-001,-5.99703896e-001,-5.98774207e-001,+8.47452249e-001,+8.47452249e-001,                ,                ,                ,                ,                ,                ,+2.65684656e-004,+8.13032568e-004,+8.13037253e-004
+2.44776286e+011,+1.52793375e+000,+2.96097855e-003,+3.03594018e-001,+2.33457277e+000,+9.04835810e-003,+1.52793375e+000,+2.96097855e-003,+3.03804192e-001,+1.13821054e+001,+2.33457277e+000,+9.04835810e-003,+3.27102570e-004,+3.35617714e-002,-8.24427490e-001,-2.96194035e-001,-8.24427489e-001,-2.96194034e-001,+8.76020315e-001,+8.76020314e-001,                ,                ,                ,                ,                ,                ,+3.27104391e-004,+1.00151921e-003,+1.00152476e-003
+2.49671811e+011,+1.52891349e+000,+2.64678840e-003,+2.76807176e-001,+2.33756946e+000,+8.09342100e-003,+1.52891349e+000,+2.64678840e-003,+2.76998805e-001,+1.07394538e+001,+2.33756946e+000,+8.09342100e-003,+4.23603174e-004,+4.43322936e-002,-8.24270204e-001,+1.34570151e-001,-8.24270204e-001,+1.34570151e-001,+8.35182911e-001,+8.35182911e-001,                ,                ,                ,                ,                ,                ,+4.23605439e-004,+1.29754760e-003,+1.29755452e-003
