freq            ,ref_ind         ,kappa           ,alpha           ,epsilon_r       ,epsilon_i       ,ref_ind_S       ,kappa_S         ,alpha_S         ,alpha_max       ,epsilonS_r      ,epsilonS_i      ,delta_N         ,delta_A         ,H_measure_r     ,H_measure_i     ,H_calc_r        ,H_calc_i        ,T_measure       ,T_calc          ,thickness       ,allThicknesses  ,QSnValue        ,QSkValue        ,Num_Thickness   ,N_std           ,delta_K         ,delta_Eps_1     ,delta_Eps_2     
+1.27283668e+011,+1.48540250e+000,-4.12550471e-003,-2.19957300e-001,+2.20640357e+000,-1.22560700e-002,+1.48540250e+000,-4.12550471e-003,-2.20109573e-001,+7.25324283e+001,+2.20640357e+000,-1.22560700e-002,+2.42652648e-004,+1.29502720e-002,-8.02611251e-001,-5.00665979e-001,-8.02611251e-001,-5.00665979e-001,+9.45965773e-001,+9.45965773e-001,                ,                ,                ,                ,                ,                ,+2.42726417e-004,+7.18870962e-004,+7.19090725e-004
+1.32179194e+011,+1.48697322e+000,-2.32032167e-003,-1.28469462e-001,+2.21108396e+000,-6.90051236e-003,+1.48697322e+000,-2.32032167e-003,-1.28558400e-001,+7.25890398e+001,+2.21108396e+000,-6.90051236e-003,+2.32132902e-004,+1.28650586e-002,-8.43724606e-001,-4.29820246e-001,-8.43724606e-001,-4.29820247e-001,+9.46898440e-001,+9.46898440e-001,                ,                ,                ,                ,                ,                ,+2.32198552e-004,+6.89273263e-004,+6.89468810e-004
+1.37074720e+011,+1.48720837e+000,-2.49302707e-004,-1.43143941e-002,+2.21178868e+000,-7.41530147e-004,+1.48720837e+000,-2.49302707e-004,-1.43243038e-002,+7.24504309e+001,+2.21178868e+000,-7.41530147e-004,+2.25488239e-004,+1.29593927e-002,-8.86851811e-001,-3.55570102e-001,-8.86851811e-001,-3.55570102e-001,+9.55476966e-001,+9.55476966e-001,                ,                ,                ,                ,                ,                ,+2.25547555e-004,+6.70583534e-004,+6.70759993e-004
+1.41970246e+011,+1.48640503e+000,+1.14875526e-003,+6.83145885e-002,+2.20939859e+000,+3.41503119e-003,+1.48640503e+000,+1.14875526e-003,+6.83618817e-002,+7.21036552e+001,+2.20939859e+000,+3.41503119e-003,+2.23091472e-004,+1.32793187e-002,-9.30611109e-001,-2.71541930e-001,-9.30611109e-001,-2.71541930e-001,+9.69418411e-001,+9.69418411e-001,                ,                ,                ,                ,                ,                ,+2.23146099e-004,+6.63721253e-004,+6.63883523e-004
+1.46865771e+011,+1.48529463e+000,+1.46468856e-003,+9.01061615e-002,+2.20609799e+000,+4.35098811e-003,+1.48529463e+000,+1.46468856e-003,+9.01685407e-002,+7.15642943e+001,+2.20609799e+000,+4.35098811e-003,+2.25183936e-004,+1.38658447e-002,-9.69047144e-001,-1.72789846e-001,-9.69047143e-001,-1.72789846e-001,+9.84331599e-001,+9.84331599e-001,                ,                ,                ,                ,                ,                ,+2.25235365e-004,+6.69588782e-004,+6.69741405e-004
+1.51761297e+011,+1.48459810e+000,+8.41962182e-004,+5.35232188e-002,+2.20403082e+000,+2.49995091e-003,+1.48459810e+000,+8.41962182e-004,+5.35602722e-002,+7.08795316e+001,+2.20403082e+000,+2.49995091e-003,+2.31749554e-004,+1.47455798e-002,-9.92461560e-001,-5.88631858e-002,-9.92461560e-001,-5.88631858e-002,+9.94205624e-001,+9.94205624e-001,                ,                ,                ,                ,                ,                ,+2.31799056e-004,+6.88500229e-004,+6.88647126e-004
+1.56656823e+011,+1.48477199e+000,-1.68910490e-004,-1.10839497e-002,+2.20454783e+000,-5.01587129e-004,+1.48477199e+000,-1.68910490e-004,-1.10916230e-002,+7.01233651e+001,+2.20454783e+000,-5.01587129e-004,+2.42359459e-004,+1.59178898e-002,-9.90901902e-001,+6.30643802e-002,-9.90901902e-001,+6.30643801e-002,+9.92906690e-001,+9.92906690e-001,                ,                ,                ,                ,                ,                ,+2.42408040e-004,+7.19615180e-004,+7.19759460e-004
+1.61552348e+011,+1.48580005e+000,-7.98872248e-004,-5.40603956e-002,+2.20760115e+000,-2.37392885e-003,+1.48580005e+000,-7.98872248e-004,-5.40978208e-002,+6.93770982e+001,+2.20760115e+000,-2.37392885e-003,+2.55996134e-004,+1.73387526e-002,-9.61134177e-001,+1.78376080e-001,-9.61134177e-001,+1.78376080e-001,+9.77546383e-001,+9.77546383e-001,                ,                ,                ,                ,                ,                ,+2.56044478e-004,+7.60309042e-004,+7.60452780e-004
+1.66447874e+011,+1.48702331e+000,-4.69844622e-004,-3.27582824e-002,+2.21123809e+000,-1.39733981e-003,+1.48702331e+000,-4.69844622e-004,-3.27809605e-002,+6.86957953e+001,+2.21123809e+000,-1.39733981e-003,+2.70943875e-004,+1.89070706e-002,-9.12533097e-001,+2.72719593e-001,-9.12533097e-001,+2.72719592e-001,+9.52414106e-001,+9.52414106e-001,                ,                ,                ,                ,                ,                ,+2.70992226e-004,+8.05545066e-004,+8.05688909e-004
+1.71343400e+011,+1.48745205e+000,+5.38818991e-004,+3.86722004e-002,+2.21251332e+000,+1.60293483e-003,+1.48745205e+000,+5.38818991e-004,+3.86989726e-002,+6.80810384e+001,+2.21251332e+000,+1.60293483e-003,+2.84974249e-004,+2.04708250e-002,-8.63169545e-001,+3.43505094e-001,-8.63169545e-001,+3.43505094e-001,+9.29008834e-001,+9.29008834e-001,                ,                ,                ,                ,                ,                ,+2.85022277e-004,+8.48078214e-004,+8.48221040e-004
+1.76238926e+011,+1.48687214e+000,+1.04412748e-003,+7.70804019e-002,+2.21078766e+000,+3.10496811e-003,+1.48687214e+000,+1.04412748e-003,+7.71337636e-002,+6.74853045e+001,+2.21078766e+000,+3.10496811e-003,+2.96269451e-004,+2.18900602e-002,-8.26706029e-001,+4.02954794e-001,-8.26706029e-001,+4.02954794e-001,+9.19682241e-001,+9.19682242e-001,                ,                ,                ,                ,                ,                ,+2.96316583e-004,+8.81648369e-004,+8.81788430e-004
+1.81134451e+011,+1.48637670e+000,+3.09356330e-004,+2.34719233e-002,+2.20931559e+000,+9.19640081e-004,+1.48637670e+000,+3.09356330e-004,+2.34881725e-002,+6.68462038e+001,+2.20931559e+000,+9.19640081e-004,+3.04860121e-004,+2.31502770e-002,-8.02783704e-001,+4.69059808e-001,-8.02783703e-001,+4.69059808e-001,+9.29773509e-001,+9.29773509e-001,                ,                ,                ,                ,                ,                ,+3.04906000e-004,+9.06462609e-004,+9.06598966e-004
+1.86029977e+011,+1.48707968e+000,-9.67631009e-004,-7.54017315e-002,+2.21140505e+000,-2.87788883e-003,+1.48707968e+000,-9.67631009e-004,-7.54539311e-002,+6.61238508e+001,+2.21140505e+000,-2.87788883e-003,+3.12951725e-004,+2.44068357e-002,-7.77822722e-001,+5.53797244e-001,-7.77822722e-001,+5.53797244e-001,+9.54829604e-001,+9.54829604e-001,                ,                ,                ,                ,                ,                ,+3.12996430e-004,+9.30162574e-004,+9.30295620e-004
+1.90925503e+011,+1.48886709e+000,-1.59355671e-003,-1.27444200e-001,+2.21672268e+000,-4.74518828e-003,+1.48886709e+000,-1.59355671e-003,-1.27532428e-001,+6.53193795e+001,+2.21672268e+000,-4.74518828e-003,+3.23557012e-004,+2.58978082e-002,-7.32568937e-001,+6.55789321e-001,-7.32568937e-001,+6.55789321e-001,+9.83217616e-001,+9.83217616e-001,                ,                ,                ,                ,                ,                ,+3.23601038e-004,+9.62435420e-004,+9.62566659e-004
+1.95821028e+011,+1.49087991e+000,-1.10782374e-003,-9.08695971e-002,+2.22272166e+000,-3.30326429e-003,+1.49087991e+000,-1.10782374e-003,-9.09325048e-002,+6.44695235e+001,+2.22272166e+000,-3.30326429e-003,+3.39080802e-004,+2.78360803e-002,-6.52737114e-001,+7.58754836e-001,-6.52737114e-001,+7.58754837e-001,+1.00088693e+000,+1.00088693e+000,                ,                ,                ,                ,                ,                ,+3.39124833e-004,+1.01030613e-003,+1.01043751e-003
+2.00716554e+011,+1.49246142e+000,+3.18807613e-004,+2.68040541e-002,+2.22744098e+000,+9.51616124e-004,+1.49246142e+000,+3.18807613e-004,+2.68226101e-002,+6.36217508e+001,+2.22744098e+000,+9.51616124e-004,+3.60962054e-004,+3.03730046e-002,-5.40031820e-001,+8.38194463e-001,-5.40031820e-001,+8.38194463e-001,+9.97097951e-001,+9.97097951e-001,                ,                ,                ,                ,                ,                ,+3.61006817e-004,+1.07767406e-003,+1.07780765e-003
+2.05612080e+011,+1.49320678e+000,+2.44055026e-003,+2.10196263e-001,+2.22966053e+000,+7.28849240e-003,+1.49320678e+000,+2.44055026e-003,+2.10341779e-001,+6.28009059e+001,+2.22966053e+000,+7.28849240e-003,+3.89887060e-004,+3.36068636e-002,-4.15267171e-001,+8.77065878e-001,-4.15267171e-001,+8.77065878e-001,+9.70407841e-001,+9.70407840e-001,                ,                ,                ,                ,                ,                ,+3.89933184e-004,+1.16626731e-003,+1.16640483e-003
+2.10507606e+011,+1.49262416e+000,+4.88347953e-003,+4.30611647e-001,+2.22790304e+000,+1.45783991e-002,+1.49262416e+000,+4.88347953e-003,+4.30909753e-001,+6.19876369e+001,+2.22790304e+000,+1.45783991e-002,+4.25578124e-004,+3.75565104e-002,-3.05917795e-001,+8.79563224e-001,-3.05917795e-001,+8.79563224e-001,+9.31244953e-001,+9.31244953e-001,                ,                ,                ,                ,                ,                ,+4.25626128e-004,+1.27461345e-003,+1.27475629e-003
+2.15403131e+011,+1.49033468e+000,+6.65984753e-003,+6.00903742e-001,+2.22105310e+000,+1.98508035e-002,+1.49033468e+000,+6.65984753e-003,+6.01319739e-001,+6.11250786e+001,+2.22105310e+000,+1.98508035e-002,+4.65958617e-004,+4.20760623e-002,-2.26867857e-001,+8.68498966e-001,-2.26867857e-001,+8.68498966e-001,+8.97641063e-001,+8.97641063e-001,                ,                ,                ,                ,                ,                ,+4.66008584e-004,+1.39507566e-003,+1.39522393e-003
+2.20298657e+011,+1.48699958e+000,+6.27696808e-003,+5.79229109e-001,+2.21112836e+000,+1.86676978e-002,+1.48699958e+000,+6.27696808e-003,+5.79630101e-001,+6.01464562e+001,+2.21112836e+000,+1.86676978e-002,+5.07565225e-004,+4.68745460e-002,-1.71830423e-001,+8.69230438e-001,-1.71830423e-001,+8.69230438e-001,+8.86051493e-001,+8.86051493e-001,                ,                ,                ,                ,                ,                ,+5.07616890e-004,+1.51587115e-003,+1.51602415e-003
+2.25194183e+011,+1.48472149e+000,+3.09427531e-003,+2.91880263e-001,+2.20438833e+000,+9.18827409e-003,+1.48472149e+000,+3.09427531e-003,+2.92082327e-001,+5.90032839e+001,+2.20438833e+000,+9.18827409e-003,+5.49115773e-004,+5.18384963e-002,-1.18836039e-001,+8.94942131e-001,-1.18836039e-001,+8.94942131e-001,+9.02797553e-001,+9.02797553e-001,                ,                ,                ,                ,                ,                ,+5.49169067e-004,+1.63396654e-003,+1.63412446e-003
+2.30089708e+011,+1.48571683e+000,-1.41236124e-003,-1.36123025e-001,+2.20735250e+000,-4.19673773e-003,+1.48571683e+000,-1.41236124e-003,-1.36217261e-001,+5.76838238e+001,+2.20735250e+000,-4.19673773e-003,+5.94915199e-004,+5.73828147e-002,-4.18047172e-002,+9.39802351e-001,-4.18047171e-002,+9.39802351e-001,+9.40731680e-001,+9.40731680e-001,                ,                ,                ,                ,                ,                ,+5.94970582e-004,+1.76607042e-003,+1.76623514e-003
+2.34985234e+011,+1.49020086e+000,-4.24092109e-003,-4.17435494e-001,+2.22068063e+000,-1.26396485e-002,+1.49020086e+000,-4.24092109e-003,-4.17724479e-001,+5.62226030e+001,+2.22068063e+000,-1.26396485e-002,+6.53461735e-004,+6.43708155e-002,+7.60887720e-002,+9.78812494e-001,+7.60887720e-002,+9.78812494e-001,+9.81765450e-001,+9.81765450e-001,                ,                ,                ,                ,                ,                ,+6.53520593e-004,+1.94203543e-003,+1.94221135e-003
+2.39880760e+011,+1.49584027e+000,-3.41130958e-003,-3.42771859e-001,+2.23752646e+000,-1.02055485e-002,+1.49584027e+000,-3.41130958e-003,-3.43009155e-001,+5.47035222e+001,+2.23752646e+000,-1.02055485e-002,+7.33601912e-004,+7.37705407e-002,+2.27927945e-001,+9.76461478e-001,+2.27927945e-001,+9.76461478e-001,+1.00271041e+000,+1.00271041e+000,                ,                ,                ,                ,                ,                ,+7.33665994e-004,+2.18969703e-003,+2.18988918e-003
+2.44776286e+011,+1.50008468e+000,+6.94628331e-004,+7.12213894e-002,+2.25025357e+000,+2.08400264e-003,+1.50008468e+000,+6.94628331e-004,+7.12706950e-002,+5.32562923e+001,+2.25025357e+000,+2.08400264e-003,+8.41335657e-004,+8.63305513e-002,+3.75585212e-001,+9.09773798e-001,+3.75585213e-001,+9.09773798e-001,+9.84252313e-001,+9.84252313e-001,                ,                ,                ,                ,                ,                ,+8.41406791e-004,+2.52531839e-003,+2.52553171e-003
+2.49671811e+011,+1.50132418e+000,+6.85406633e-003,+7.16813910e-001,+2.25392732e+000,+2.05803511e-002,+1.50132418e+000,+6.85406633e-003,+7.17310150e-001,+5.20432099e+001,+2.25392732e+000,+2.05803511e-002,+9.73160377e-004,+1.01854090e-001,+4.68974555e-001,+7.98001848e-001,+4.68974556e-001,+7.98001848e-001,+9.25604712e-001,+9.25604712e-001,                ,                ,                ,                ,                ,                ,+9.73239664e-004,+2.93539971e-003,+2.93563670e-003
