freq            ,ref_ind         ,kappa           ,alpha           ,epsilon_r       ,epsilon_i       ,ref_ind_S       ,kappa_S         ,alpha_S         ,alpha_max       ,epsilonS_r      ,epsilonS_i      ,delta_N         ,delta_A         ,H_measure_r     ,H_measure_i     ,H_calc_r        ,H_calc_i        ,T_measure       ,T_calc          ,thickness       ,allThicknesses  ,QSnValue        ,QSkValue        ,Num_Thickness   ,N_std           ,delta_K         ,delta_Eps_1     ,delta_Eps_2     
+1.22388143e+011,+1.51542992e+000,-2.77291284e-003,-1.42155665e-001,+2.29652017e+000,-8.40431020e-003,+1.51542992e+000,-2.77291284e-003,-1.42254078e-001,+8.24363740e+001,+2.29652017e+000,-8.40431020e-003,+1.15186438e-004,+5.91127069e-003,-8.21750788e-001,-4.39982330e-001,-8.21750788e-001,-4.39982330e-001,+9.32125962e-001,+9.32125962e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.15226492e-004,+3.48474923e-004,+3.48596546e-004
+1.27283668e+011,+1.51748128e+000,-6.62577001e-004,-3.53262591e-002,+2.30274900e+000,-2.01089639e-003,+1.51748128e+000,-6.62577001e-004,-3.53507149e-002,+8.26526181e+001,+2.30274900e+000,-2.01089639e-003,+1.08928320e-004,+5.81356756e-003,-8.52643213e-001,-3.61623541e-001,-8.52643213e-001,-3.61623541e-001,+9.26159832e-001,+9.26159832e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.08963458e-004,+3.30448979e-004,+3.30555671e-004
+1.32179194e+011,+1.51778018e+000,+2.12485704e-003,+1.17647154e-001,+2.30365216e+000,+6.45013181e-003,+1.51778018e+000,+2.12485704e-003,+1.17728599e-001,+8.27094431e+001,+2.30365216e+000,+6.45013181e-003,+1.04021593e-004,+5.76508429e-003,-8.84527034e-001,-2.84432591e-001,-8.84527034e-001,-2.84432591e-001,+9.29133990e-001,+9.29133990e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.04052711e-004,+3.16206018e-004,+3.16300347e-004
+1.37074720e+011,+1.51649832e+000,+4.16856017e-003,+2.39349239e-001,+2.29974978e+000,+1.26432290e-002,+1.51649832e+000,+4.16856017e-003,+2.39514937e-001,+8.25714834e+001,+2.29974978e+000,+1.26432290e-002,+1.00706094e-004,+5.78792494e-003,-9.18710204e-001,-2.01571920e-001,-9.18710204e-001,-2.01571920e-001,+9.40563490e-001,+9.40563490e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.00734066e-004,+3.06281076e-004,+3.06365681e-004
+1.41970246e+011,+1.51457573e+000,+4.71089536e-003,+2.80149209e-001,+2.29391746e+000,+1.42700156e-002,+1.51457573e+000,+4.71089536e-003,+2.80343152e-001,+8.22244912e+001,+2.29391746e+000,+1.42700156e-002,+9.92482739e-005,+5.90774206e-003,-9.51523457e-001,-1.06197477e-001,-9.51523457e-001,-1.06197477e-001,+9.57431352e-001,+9.57431352e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+9.92738878e-005,+3.01573392e-004,+3.01650739e-004
+1.46865771e+011,+1.51303665e+000,+3.72827477e-003,+2.29359700e-001,+2.28926600e+000,+1.12820327e-002,+1.51303665e+000,+3.72827477e-003,+2.29518482e-001,+8.16832132e+001,+2.28926600e+000,+1.12820327e-002,+9.98622671e-005,+6.14915816e-003,-9.74481329e-001,+5.71043168e-003,-9.74481329e-001,+5.71043165e-003,+9.74498060e-001,+9.74498060e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+9.98862968e-005,+3.02935347e-004,+3.03007884e-004
+1.51761297e+011,+1.51271879e+000,+1.71717448e-003,+1.09160135e-001,+2.28831518e+000,+5.19520418e-003,+1.51271879e+000,+1.71717448e-003,+1.09235705e-001,+8.09945396e+001,+2.28831518e+000,+5.19520418e-003,+1.02668682e-004,+6.53259804e-003,-9.75866547e-001,+1.31982792e-001,-9.75866547e-001,+1.31982792e-001,+9.84751225e-001,+9.84751225e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.02691795e-004,+3.10970367e-004,+3.11040216e-004
+1.56656823e+011,+1.51415145e+000,-3.75209289e-004,-2.46213298e-002,+2.29265448e+000,-1.13624738e-003,+1.51415145e+000,-3.75209289e-004,-2.46383748e-002,+8.02328431e+001,+2.29265448e+000,-1.13624738e-003,+1.07642834e-004,+7.06993560e-003,-9.45534258e-001,+2.61287778e-001,-9.45534258e-001,+2.61287778e-001,+9.80972138e-001,+9.80972139e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.07665604e-004,+3.25894313e-004,+3.25963285e-004
+1.61552348e+011,+1.51722271e+000,-1.17643802e-003,-7.96106071e-002,+2.30196336e+000,-3.56983695e-003,+1.51722271e+000,-1.17643802e-003,-7.96657203e-002,+7.94806733e+001,+2.30196336e+000,-3.56983695e-003,+1.14510275e-004,+7.75593030e-003,-8.83274883e-001,+3.74860680e-001,-8.83274883e-001,+3.74860680e-001,+9.59528556e-001,+9.59528555e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.14533217e-004,+3.47205697e-004,+3.47275368e-004
+1.66447874e+011,+1.52056631e+000,+5.77372940e-004,+4.02553204e-002,+2.31212157e+000,+1.75586768e-003,+1.52056631e+000,+5.77372940e-004,+4.02831886e-002,+7.87952485e+001,+2.31212157e+000,+1.75586768e-003,+1.22565645e-004,+8.55300175e-003,-8.04296462e-001,+4.57158974e-001,-8.04296462e-001,+4.57158973e-001,+9.25141679e-001,+9.25141679e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.22588900e-004,+3.72879940e-004,+3.72950633e-004
+1.71343400e+011,+1.52176723e+000,+4.45719324e-003,+3.19902366e-001,+2.31575563e+000,+1.35656212e-002,+1.52176723e+000,+4.45719324e-003,+3.20123830e-001,+7.81804349e+001,+2.31575563e+000,+1.35656212e-002,+1.30516410e-004,+9.37561151e-003,-7.31957693e-001,+5.09063304e-001,-7.31957693e-001,+5.09063304e-001,+8.91575858e-001,+8.91575859e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.30539836e-004,+3.98394873e-004,+3.98465962e-004
+1.76238926e+011,+1.51983622e+000,+7.76328250e-003,+5.73107162e-001,+2.30984187e+000,+2.35978359e-002,+1.51983622e+000,+7.76328250e-003,+5.73503916e-001,+7.75888576e+001,+2.30984187e+000,+2.35978359e-002,+1.36820439e-004,+1.01091671e-002,-6.81119152e-001,+5.48816822e-001,-6.81119152e-001,+5.48816822e-001,+8.74713212e-001,+8.74713212e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.36843564e-004,+4.18014027e-004,+4.18083962e-004
+1.81134451e+011,+1.51664939e+000,+8.34824873e-003,+6.33410195e-001,+2.30015567e+000,+2.53227326e-002,+1.51664939e+000,+8.34824873e-003,+6.33848696e-001,+7.69554348e+001,+2.30015567e+000,+2.53227326e-002,+1.40806642e-004,+1.06925790e-002,-6.48369157e-001,+5.99082292e-001,-6.48369157e-001,+5.99082292e-001,+8.82769594e-001,+8.82769594e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.40829050e-004,+4.29459968e-004,+4.29527561e-004
+1.86029977e+011,+1.51458965e+000,+6.63817191e-003,+5.17273270e-001,+2.29393775e+000,+2.01082130e-002,+1.51458965e+000,+6.63817191e-003,+5.17631370e-001,+7.62371568e+001,+2.29393775e+000,+2.01082130e-002,+1.43433493e-004,+1.11863384e-002,-6.15297788e-001,+6.73072489e-001,-6.15297788e-001,+6.73072489e-001,+9.11930887e-001,+9.11930887e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.43455056e-004,+4.36390329e-004,+4.36455359e-004
+1.90925503e+011,+1.51442426e+000,+4.28459253e-003,+3.42658949e-001,+2.29346248e+000,+1.29773817e-002,+1.51442426e+000,+4.28459253e-003,+3.42896166e-001,+7.54335155e+001,+2.29346248e+000,+1.29773817e-002,+1.46582703e-004,+1.17326948e-002,-5.58525730e-001,+7.67329753e-001,-5.58525730e-001,+7.67329753e-001,+9.49076362e-001,+9.49076362e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.46603612e-004,+4.45233075e-004,+4.45296227e-004
+1.95821028e+011,+1.51568126e+000,+2.41573341e-003,+1.98151307e-001,+2.29728384e+000,+7.32296370e-003,+1.51568126e+000,+2.41573341e-003,+1.98288485e-001,+7.45815801e+001,+2.29728384e+000,+7.32296370e-003,+1.51940675e-004,+1.24733063e-002,-4.62078365e-001,+8.61322285e-001,-4.62078366e-001,+8.61322285e-001,+9.77441811e-001,+9.77441811e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.51961335e-004,+4.61321464e-004,+4.61383990e-004
+2.00716554e+011,+1.51776474e+000,+1.46915473e-003,+1.23520585e-001,+2.30360765e+000,+4.45966249e-003,+1.51776474e+000,+1.46915473e-003,+1.23606096e-001,+7.37306404e+001,+2.30360765e+000,+4.45966249e-003,+1.60623495e-004,+1.35156776e-002,-3.29456339e-001,+9.26138651e-001,-3.29456339e-001,+9.26138651e-001,+9.82992513e-001,+9.82992513e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.60644356e-004,+4.88049378e-004,+4.88112639e-004
+2.05612080e+011,+1.52018116e+000,+1.77218497e-003,+1.52632242e-001,+2.31094763e+000,+5.38808442e-003,+1.52018116e+000,+1.77218497e-003,+1.52737907e-001,+7.29073627e+001,+2.31094763e+000,+5.38808442e-003,+1.73312425e-004,+1.49389984e-002,-1.86107614e-001,+9.42923523e-001,-1.86107614e-001,+9.42923523e-001,+9.61114361e-001,+9.61114361e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.73333974e-004,+5.27546928e-004,+5.27612367e-004
+2.10507606e+011,+1.52206502e+000,+3.60510738e-003,+3.17888345e-001,+2.31666894e+000,+1.09744157e-002,+1.52206502e+000,+3.60510738e-003,+3.18108415e-001,+7.20928453e+001,+2.31666894e+000,+1.09744157e-002,+1.90209008e-004,+1.67857098e-002,-6.39497656e-002,+9.18108706e-001,-6.39497655e-002,+9.18108706e-001,+9.20333184e-001,+9.20333184e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+1.90231643e-004,+5.80392568e-004,+5.80461308e-004
+2.15403131e+011,+1.52207796e+000,+6.37736751e-003,+5.75416175e-001,+2.31668066e+000,+1.94137011e-002,+1.52207796e+000,+6.37736751e-003,+5.75814528e-001,+7.12293946e+001,+2.31668066e+000,+1.94137011e-002,+2.10464125e-004,+1.90050289e-002,+2.09089969e-002,+8.79003165e-001,+2.09089970e-002,+8.79003165e-001,+8.79251813e-001,+8.79251813e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.10488010e-004,+6.43370331e-004,+6.43442736e-004
+2.20298657e+011,+1.51975387e+000,+8.05288822e-003,+7.43108330e-001,+2.30958697e+000,+2.44768160e-002,+1.51975387e+000,+8.05288822e-003,+7.43622773e-001,+7.02487335e+001,+2.30958697e+000,+2.44768160e-002,+2.31774644e-004,+2.14049328e-002,+7.69063523e-002,+8.54516677e-001,+7.69063524e-002,+8.54516677e-001,+8.57970477e-001,+8.57970477e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.31799694e-004,+7.08214137e-004,+7.08289875e-004
+2.25194183e+011,+1.51690096e+000,+6.78726343e-003,+6.40236577e-001,+2.30094245e+000,+2.05912128e-002,+1.51690096e+000,+6.78726343e-003,+6.40679804e-001,+6.91004037e+001,+2.30094245e+000,+2.05912128e-002,+2.51828382e-004,+2.37736442e-002,+1.29593731e-001,+8.58789260e-001,+1.29593731e-001,+8.58789260e-001,+8.68512250e-001,+8.68512250e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.51854334e-004,+7.67416231e-004,+7.67494614e-004
+2.30089708e+011,+1.51625194e+000,+3.18593030e-003,+3.07059171e-001,+2.29900979e+000,+9.66134598e-003,+1.51625194e+000,+3.18593030e-003,+3.07271744e-001,+6.77716625e+001,+2.29900979e+000,+9.66134598e-003,+2.71151220e-004,+2.61541557e-002,+2.08243494e-001,+8.84389169e-001,+2.08243494e-001,+8.84389169e-001,+9.08575564e-001,+9.08575564e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.71177936e-004,+8.23995034e-004,+8.24075879e-004
+2.34985234e+011,+1.51872404e+000,-1.87398411e-004,-1.84456977e-002,+2.30652267e+000,-5.69212943e-004,+1.51872404e+000,-1.87398411e-004,-1.84584674e-002,+6.62990758e+001,+2.30652267e+000,-5.69212943e-004,+2.93610252e-004,+2.89229219e-002,+3.31154356e-001,+9.02689944e-001,+3.31154356e-001,+9.02689944e-001,+9.61515648e-001,+9.61515648e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+2.93638117e-004,+8.91715841e-004,+8.91800491e-004
+2.39880760e+011,+1.52295690e+000,-1.43939844e-003,-1.44632220e-001,+2.31939564e+000,-4.38428356e-003,+1.52295690e+000,-1.43939844e-003,-1.44732347e-001,+6.47717077e+001,+2.31939564e+000,-4.38428356e-003,+3.24099786e-004,+3.25914100e-002,+4.89599978e-001,+8.73736921e-001,+4.89599978e-001,+8.73736921e-001,+1.00156095e+000,+1.00156095e+000,                ,+2.00000000e-003,                ,                ,                ,                ,+3.24129510e-004,+9.86246905e-004,+9.86337529e-004
+2.44776286e+011,+1.52730749e+000,-2.89722179e-004,-2.97056932e-002,+2.33266809e+000,-8.84989708e-004,+1.52730749e+000,-2.89722179e-004,-2.97262580e-002,+6.33250098e+001,+2.33266809e+000,-8.84989708e-004,+3.66388468e-004,+3.75957577e-002,+6.39687413e-001,+7.72679282e-001,+6.39687413e-001,+7.72679282e-001,+1.00311179e+000,+1.00311179e+000,                ,+2.00000000e-003,                ,                ,                ,                ,+3.66420987e-004,+1.11896338e-003,+1.11906274e-003
+2.49671811e+011,+1.53051022e+000,+3.15324253e-003,+3.29773305e-001,+2.34245160e+000,+9.65213985e-003,+1.53051022e+000,+3.15324253e-003,+3.30001602e-001,+6.21213024e+001,+2.34245160e+000,+9.65213985e-003,+4.20720280e-004,+4.40341254e-002,+7.25649703e-001,+6.23276824e-001,+7.25649704e-001,+6.23276824e-001,+9.56578011e-001,+9.56578011e-001,                ,+2.00000000e-003,                ,                ,                ,                ,+4.20756372e-004,+1.29048687e-003,+1.29059713e-003
