,freq,ref_ind_0deg,ref_ind_err_0deg,ref_ind_180deg,ref_ind_err_180deg,ref_ind_90deg,ref_ind_err_90deg
0,297997069000.0,3.148431344,0.00152611706,3.130953097,0.00113288414,3.139317718,0.00160488357
1,302882267000.0,3.14942622,0.00162520455,3.13070512,0.00118302772,3.139829091,0.00164070269
2,307767465000.0,3.149279941,0.00198618961,3.1320620619999997,0.00158656489,3.1403660469999997,0.00218915064
3,312652662000.0,3.149196366,0.00155534477,3.132146596,0.00114651182,3.140276224,0.00191979991
4,317537860000.0,3.150706385,0.00197059774,3.132137239,0.00115270931,3.1411172489999997,0.00196450465
5,322423058000.0,3.150803786,0.00155222886,3.1331215190000004,0.0011621369,3.1417155709999998,0.00165032195
6,327308256000.0,3.1506505139999996,0.00160733752,3.133138968,0.00159485605,3.1415347,0.0018083028
7,332193454000.0,3.152107441,0.00151791503,3.133151048,0.00142314212,3.1421120340000006,0.00173154398
8,337078652000.0,3.151179469,0.0015225447,3.131148976,0.00120843672,3.14133604,0.00166706945
9,341963850000.0,3.151121999,0.00155554601,3.131306274,0.00119831875,3.141292789,0.00182751561
10,346849047000.0,3.152343637,0.0017561063,3.1312792810000003,0.00120704886,3.141416016,0.0015764022
11,351734245000.0,3.1512666850000004,0.00165536416,3.131286116,0.00144830987,3.1403804899999996,0.00189526593
12,356619443000.0,3.151104898,0.00167513181,3.131314292,0.00128078759,3.1402762529999997,0.00162135817
13,361504641000.0,3.1511468930000004,0.00156993584,3.1313341809999997,0.00120351904,3.140268869,0.00217181579
14,366389839000.0,3.149916125,0.00169866229,3.131658901,0.00122226621,3.139109831,0.00178769529
15,371275037000.0,3.1499006580000004,0.00185945118,3.1318636680000003,0.00130286034,3.139299796,0.00161902745
16,376160234000.0,3.149866846,0.00151292485,3.1318814489999998,0.00150495296,3.1392274989999995,0.0016311235
17,381045432000.0,3.1491635650000003,0.00159383902,3.131267331,0.0013353481,3.138729894,0.00161305842
18,385930630000.0,3.1491204690000005,0.00156545859,3.133378076,0.00116731623,3.13923564,0.00209660431
19,390815828000.0,3.1490601000000007,0.00194214232,3.1334094180000003,0.00118221972,3.139139869,0.00155906664
20,395701026000.0,3.1488981840000005,0.00182692172,3.1331136899999996,0.00243533196,3.139376399,0.00167933965
21,400586224000.0,3.149015039,0.00152067168,3.133249691,0.00159985119,3.140124474,0.00173876292
22,405471422000.0,3.1489451610000003,0.00212852007,3.133289595,0.00118954735,3.140020731,0.00220404709
23,410356619000.0,3.150012808,0.00156295788,3.133096147,0.00803179824,3.1404090029999994,0.00201130487
24,415241817000.0,3.1500207570000005,0.00178912141,3.132588697,0.0011415201,3.1409294589999996,0.00157942281
25,420127015000.0,3.149929283,0.00164777681,3.1326653879999995,0.00160563672,3.1408470069999996,0.00161465106
26,425012213000.0,3.15110974,0.0015985365,3.1326083969999994,0.00133941742,3.141254658,0.0015630444
27,429897411000.0,3.150711669,0.00214415457,3.1329624259999997,0.00113460432,3.1410878369999997,0.00198225228
28,434782609000.0,3.150593241,0.00152006265,3.133043153,0.00115344061,3.1410178889999996,0.00162704513
29,439667807000.0,3.151705561,0.00201730401,3.133006899,0.00134543011,3.141130774,0.00159122132
30,444553004000.0,3.150925987,0.00178839667,3.133204869,0.00160612761,3.1404416130000006,0.00175538194
31,449438202000.0,3.150845152,0.00168898573,3.1333170200000002,0.00115640603,3.140432468,0.00187411676
32,454323400000.0,3.1518029510000005,0.00167303876,3.1333475329999994,0.00126020584,3.140469836,0.00210291066
33,459208598000.0,3.1510243860000005,0.00152649046,3.134019289,0.00114772861,3.1397775269999997,0.00173966296
34,464093796000.0,3.1509302860000004,0.00188833338,3.134105661,0.00145706195,3.139797881,0.00161284199
35,468978994000.0,3.1522141130000003,0.00159640119,3.134094242,0.00127221777,3.1397247569999998,0.00161557252
36,473864191000.0,3.151637279,0.00164850048,3.1351278700000003,0.00118966962,3.139306622,0.00175193607
37,478749389000.0,3.1516220040000005,0.00157350518,3.135329363,0.00124538579,3.139689843,0.00203950114
38,483634587000.0,3.151580434,0.00156362835,3.135364279,0.0012315373,3.1396255880000004,0.00172371375
39,488519785000.0,3.151300976,0.0018749314,3.1349927460000004,0.00147739042,3.1396565559999994,0.0016111726
40,493404983000.0,3.151301009,0.00159045327,3.135044218,0.00138331106,3.14023556,0.00159755142
41,498290181000.0,3.151223877,0.00150261976,3.1350932660000006,0.00139638167,3.140163444,0.00209788071
42,503175379000.0,3.1513503899999997,0.00153095705,3.1349316430000007,0.00554596308,3.1404729940000005,0.00190160821
43,508060576000.0,3.1512978380000005,0.00157593306,3.134384937,0.00118454352,3.1409995260000003,0.0016252649
44,512945774000.0,3.151215979,0.010328737,3.134445123,0.00138539035,3.140926959,0.0015919056
45,517830972000.0,3.1510005070000005,0.0018012616,3.1343581659999997,0.00641908146,3.14124555,0.00173278692
46,522716170000.0,3.1507057080000003,0.00156262289,3.1332704170000003,0.00118104367,3.1413590710000006,0.00224790571
47,527601368000.0,3.1506527410000005,0.00205026462,3.1333610970000003,0.00116052879,3.1413236049999997,0.00167550442
48,532486566000.0,3.1516827659999995,0.00160779784,3.133322248,0.00137893394,3.141474284,0.00177907795
49,537371764000.0,3.1512230830000005,0.00151688324,3.1338179740000003,0.00157769498,3.141158325,0.00158203497
50,542256961000.0,3.15115925,0.00184754897,3.1338963699999995,0.00122802351,3.141125846,0.00203724463
51,547142159000.0,3.1520572079999996,0.00157192396,3.133914853,0.00130001554,3.141186121,0.00174900461
