frequency/GHz;epsilon_r';epsilon_r'';n;alpha
109.45;2.1352588292;0.0044349756;1.4612532744;0.0695729022
109.475;2.1346166797;0.0043747474;1.4610335113;0.0686540829
109.5;2.1339611561;0.0043163219;1.4608091384;0.0677630709
109.525;2.1332922429;0.0042599309;1.4605801483;0.0669035309
109.55;2.1326099273;0.0042058002;1.4603465345;0.0660790379
109.575;2.1319141983;0.0041541486;1.4601082912;0.0652930647
109.6;2.1312050474;0.0041051873;1.4598654131;0.0645489711
109.625;2.1304824679;0.0040591193;1.4596178957;0.0638499928
109.65;2.1297464549;0.0040161386;1.4593657349;0.0631992307
109.675;2.1289970053;0.0039764296;1.4591089274;0.0625996411
109.7;2.1282341178;0.0039401668;1.4588474703;0.0620540258
109.725;2.1274577927;0.0039075136;1.4585813611;0.0615650231
109.75;2.1266680317;0.0038786225;1.458310598;0.0611350988
109.775;2.1258648379;0.0038536338;1.4580351794;0.0607665387
109.8;2.125048216;0.003832676;1.4577551043;0.0604614404
109.825;2.1242181717;0.0038158647;1.457470372;0.060221707
109.85;2.123374712;0.0038033027;1.4571809823;0.0600490405
109.875;2.1225178454;0.0037950792;1.4568869351;0.0599449361
109.9;2.121647581;0.0037912701;1.456588231;0.0599106775
109.925;2.1207639294;0.003791937;1.4562848706;0.0599473322
109.95;2.119866902;0.0037971277;1.455976855;0.0600557482
109.975;2.1189565115;0.0038068758;1.4556641856;0.0602365512
110;2.1180327713;0.0038212004;1.4553468641;0.0604901418
