frequency/GHz;epsilon_r';epsilon_r'';n;alpha
98.4;2.1463671749;0.0068322309;1.4650503786;0.0961089175
98.425;2.1463802846;0.0067747731;1.4650548217;0.095324583
98.45;2.1463952444;0.0067178971;1.4650598967;0.09454799
98.475;2.1464120294;0.0066616929;1.4650655952;0.0937804128
98.5;2.1464306097;0.0066062488;1.4650719071;0.0930231045
98.525;2.1464509505;0.0065516514;1.4650788204;0.0922772929
98.55;2.1464730121;0.0064979849;1.4650863216;0.0915441778
98.575;2.1464967502;0.0064453315;1.4650943958;0.0908249263
98.6;2.146522116;0.0063937706;1.4651030262;0.0901206702
98.625;2.1465490566;0.0063433786;1.4651121947;0.0894325024
98.65;2.1465775145;0.0062942292;1.4651218818;0.0887614738
98.675;2.1466074286;0.0062463926;1.4651320666;0.0881085902
98.7;2.146638734;0.0061999355;1.4651427271;0.0874748098
98.725;2.1466713621;0.0061549212;1.4651538397;0.0868610398
98.75;2.146705241;0.0061114088;1.46516538;0.0862681346
98.775;2.146740296;0.0060694538;1.4651773224;0.0856968929
98.8;2.1467764491;0.0060291074;1.4651896403;0.0851480557
98.825;2.1468136199;0.0059904163;1.4652023064;0.0846223044
98.85;2.1468517257;0.0059534232;1.4652152924;0.0841202585
98.875;2.1468906816;0.005918166;1.4652285693;0.0836424749
98.9;2.1469304009;0.0058846781;1.4652421074;0.0831894452
98.925;2.1469707953;0.0058529883;1.4652558767;0.0827615958
98.95;2.147011775;0.0058231204;1.4652698466;0.0823592856
98.975;2.1470532495;0.0057950937;1.4652839861;0.0819828063
99;2.1470951273;0.0057689223;1.465298264;0.0816323808
99.025;2.1471373165;0.0057446158;1.4653126488;0.0813081636
99.05;2.1471797248;0.0057221786;1.4653271093;0.0810102401
99.075;2.1472222601;0.0057016105;1.4653416137;0.0807386266
99.1;2.1472648305;0.0056829063;1.465356131;0.0804932709
99.125;2.1473073449;0.0056660559;1.4653706298;0.0802740521
99.15;2.1473497128;0.0056510446;1.4653850793;0.080080782
99.175;2.1473918449;0.005637853;1.4653994491;0.0799132052
99.2;2.1474336533;0.005626457;1.4654137091;0.0797710004
99.225;2.1474750515;0.0056168278;1.4654278298;0.0796537815
99.25;2.147515955;0.0056089325;1.4654417823;0.0795610994
99.275;2.1475562815;0.0056027337;1.4654555386;0.0794924431
99.3;2.1475959508;0.0055981898;1.4654690713;0.0794472415
99.325;2.1476348853;0.0055952551;1.4654823539;0.0794248657
99.35;2.1476730102;0.0055938803;1.4654953608;0.0794246306
99.375;2.1477102535;0.0055940119;1.4655080676;0.0794457978
99.4;2.1477465465;0.0055955934;1.4655204506;0.0794875773
99.425;2.1477818236;0.0055985643;1.4655324875;0.0795491305
99.45;2.147816023;0.0056028616;1.4655441573;0.0796295728
99.475;2.1478490863;0.0056084187;1.4655554399;0.0797279765
99.5;2.1478809588;0.0056151668;1.4655663167;0.0798433736
99.525;2.14791159;0.005623034;1.4655767705;0.0799747589
99.55;2.1479409333;0.0056319466;1.4655867852;0.0801210932
99.575;2.147968946;0.0056418285;1.4655963464;0.0802813065
99.6;2.1479955901;0.0056526017;1.4656054411;0.0804543015
99.625;2.1480208315;0.0056641869;1.4656140575;0.0806389568
99.65;2.1480446408;0.0056765032;1.4656221856;0.0808341302
99.675;2.1480669928;0.0056894685;1.4656298169;0.0810386629
99.7;2.1480878668;0.0057030002;1.4656369441;0.0812513822
99.725;2.1481072467;0.0057170148;1.4656435619;0.0814711055
99.75;2.1481251208;0.0057314284;1.4656496661;0.0816966442
99.775;2.1481414819;0.0057461572;1.4656552543;0.0819268064
99.8;2.1481563273;0.0057611175;1.4656603256;0.0821604015
99.825;2.1481696586;0.0057762258;1.4656648804;0.082396243
99.85;2.148181482;0.0057913994;1.4656689208;0.0826331526
99.875;2.1481918079;0.0058065566;1.4656724503;0.0828699632
99.9;2.1482006509;0.0058216167;1.465675474;0.0831055227
99.925;2.1482080298;0.0058365002;1.4656779981;0.0833386973
99.95;2.1482139673;0.0058511296;1.4656800304;0.0835683747
99.975;2.1482184903;0.0058654288;1.46568158;0.0837934674
100;2.1482216293;0.005879324;1.4656826573;0.0840129158
100.025;2.1482234185;0.0058927436;1.4656832739;0.0842256914
100.05;2.1482238955;0.0059056183;1.4656834427;0.0844307993
100.075;2.1482231014;0.0059178817;1.4656831776;0.0846272813
100.1;2.1482210803;0.00592947;1.4656824935;0.0848142186
100.125;2.1482178794;0.0059403224;1.4656814067;0.0849907341
100.15;2.1482135485;0.0059503814;1.465679934;0.0851559946
100.175;2.1482081403;0.0059595926;1.4656780935;0.0853092136
100.2;2.1482017096;0.0059679052;1.4656759036;0.0854496527
100.225;2.1481943133;0.0059752719;1.4656733839;0.0855766238
100.25;2.1481860104;0.005981649;1.4656705545;0.0856894905
100.275;2.1481768616;0.0059869968;1.465667436;0.0857876702
100.3;2.1481669288;0.0059912792;1.4656640496;0.0858706346
100.325;2.1481562754;0.0059944642;1.4656604168;0.0859379114
100.35;2.1481449656;0.0059965237;1.4656565595;0.0859890849
100.375;2.1481330645;0.0059974336;1.4656524999;0.0860237969
100.4;2.1481206375;0.005997174;1.4656482604;0.0860417475
100.425;2.1481077504;0.0059957291;1.4656438633;0.0860426946
100.45;2.1480944688;0.005993087;1.4656393311;0.086026455
100.475;2.1480808582;0.00598924;1.465634686;0.0859929036
100.5;2.1480669836;0.0059841845;1.4656299503;0.0859419734
100.525;2.1480529091;0.0059779209;1.4656251459;0.0858736551
100.55;2.1480386981;0.0059704533;1.4656202942;0.0857879963
100.575;2.1480244126;0.0059617901;1.4656154166;0.0856851006
100.6;2.1480101131;0.0059519433;1.4656105336;0.0855651268
100.625;2.1479958586;0.0059409285;1.4656056654;0.0854282874
100.65;2.1479817061;0.0059287653;1.4656008315;0.085274847
100.675;2.1479677107;0.0059154764;1.4655960506;0.0851051212
100.7;2.1479539249;0.0059010882;1.4655913407;0.0849194744
100.725;2.1479403991;0.00588563;1.465586719;0.0847183183
100.75;2.1479271808;0.0058691345;1.4655822017;0.0845021091
100.775;2.1479143147;0.0058516372;1.4655778042;0.0842713462
100.8;2.1479018426;0.0058331763;1.4655735406;0.0840265689
100.825;2.1478898032;0.0058137926;1.4655694242;0.0837683545
100.85;2.1478782317;0.0057935295;1.4655654671;0.0834973155
100.875;2.1478671602;0.0057724322;1.4655616802;0.0832140968
100.9;2.1478566171;0.0057505484;1.4655580733;0.0829193727
100.925;2.1478466273;0.0057279271;1.4655546548;0.0826138444
100.95;2.1478372119;0.0057046192;1.465551432;0.0822982366
100.975;2.1478283884;0.0056806768;1.4655484108;0.0819732944
101;2.1478201704;0.0056561534;1.4655455961;0.0816397806
101.025;2.1478125677;0.005631103;1.465542991;0.0812984717
101.05;2.147805586;0.0056055807;1.4655405977;0.0809501555
101.075;2.1477992275;0.0055796418;1.4655384169;0.0805956271
101.1;2.1477934902;0.0055533421;1.4655364478;0.0802356861
101.125;2.1477883683;0.005526737;1.4655346887;0.0798711333
101.15;2.1477838522;0.0054998822;1.4655331361;0.079502767
101.175;2.1477799285;0.0054728325;1.4655317857;0.07913138
101.2;2.1477765799;0.0054456423;1.4655306315;0.0787577566
101.225;2.1477737858;0.0054183651;1.4655296664;0.0783826689
101.25;2.1477715217;0.0053910531;1.4655288822;0.078006874
101.275;2.1477697598;0.0053637575;1.4655282695;0.0776311109
101.3;2.1477684689;0.0053365277;1.4655278175;0.0772560971
101.325;2.1477676145;0.0053094116;1.4655275145;0.0768825263
101.35;2.1477671591;0.005282455;1.4655273478;0.076511065
101.375;2.1477670624;0.0052557017;1.4655273036;0.07614235
101.4;2.1477672812;0.0052291932;1.4655273672;0.075776986
101.425;2.1477677696;0.0052029686;1.465527523;0.0754155424
101.45;2.1477684797;0.0051770643;1.4655277546;0.0750585518
101.475;2.1477693609;0.0051515141;1.4655280447;0.0747065068
101.5;2.1477703611;0.0051263486;1.4655283757;0.0743598589
101.525;2.1477714262;0.0051015956;1.465528729;0.0740190157
101.55;2.1477725005;0.0050772798;1.4655290857;0.0736843398
101.575;2.1477735272;0.0050534225;1.4655294264;0.0733561464
101.6;2.1477744482;0.0050300416;1.4655297313;0.0730347025
101.625;2.1477752049;0.0050071517;1.4655299803;0.0727202254
101.65;2.1477757378;0.0049847639;1.4655301532;0.0724128816
101.675;2.1477759873;0.0049628855;1.4655302297;0.0721127856
101.7;2.1477758936;0.0049415205;1.4655301894;0.0718199998
101.725;2.1477753974;0.004920669;1.4655300119;0.071534533
101.75;2.1477744394;0.0049003275;1.4655296771;0.0712563411
101.775;2.1477729616;0.0048804888;1.4655291652;0.0709853264
101.8;2.1477709065;0.0048611422;1.4655284566;0.0707213375
101.825;2.1477682182;0.0048422732;1.4655275321;0.0704641696
101.85;2.1477648421;0.0048238636;1.4655263733;0.0702135652
101.875;2.1477607256;0.0048058918;1.4655249619;0.0699692148
101.9;2.147755818;0.0047883325;1.4655232809;0.069730757
101.925;2.147750071;0.0047711573;1.4655213136;0.0694977802
101.95;2.1477434386;0.0047543342;1.4655190445;0.0692698237
101.975;2.1477358778;0.0047378279;1.4655164587;0.0690463788
102;2.1477273487;0.0047216001;1.4655135427;0.0688268906
102.025;2.1477178143;0.0047056095;1.4655102838;0.0686107597
102.05;2.1477072413;0.0046898118;1.4655066706;0.0683973442
102.075;2.1476956;0.0046741601;1.465502693;0.0681859614
102.1;2.1476828645;0.0046586049;1.4654983421;0.0679758908
102.125;2.1476690129;0.0046430943;1.4654936105;0.0677663758
102.15;2.1476540276;0.0046275741;1.4654884921;0.0675566268
102.175;2.1476378953;0.0046119882;1.4654829823;0.0673458234
102.2;2.1476206072;0.0045962785;1.4654770781;0.0671331178
102.225;2.1476021592;0.0045803855;1.4654707781;0.0669176373
102.25;2.1475825519;0.004564248;1.4654640825;0.0666984877
102.275;2.1475617907;0.0045478039;1.465456993;0.0664747565
102.3;2.147539886;0.00453099;1.4654495133;0.0662455159
102.325;2.1475168533;0.0045137422;1.4654416485;0.0660098264
102.35;2.1474927128;0.0044959963;1.4654334055;0.0657667405
102.375;2.1474674904;0.0044776875;1.4654247932;0.0655153059
102.4;2.1474412165;0.0044587511;1.4654158218;0.0652545691
102.425;2.1474139269;0.0044391228;1.4654065037;0.0649835793
102.45;2.1473856626;0.0044187385;1.4653968527;0.0647013916
102.475;2.1473564695;0.0043975351;1.4653868844;0.0644070715
102.5;2.1473263986;0.0043754503;1.4653766163;0.0640996977
102.525;2.1472955057;0.0043524233;1.4653660673;0.0637783662
102.55;2.1472638515;0.0043283946;1.4653552582;0.0634421944
102.575;2.1472315016;0.0043033064;1.4653442113;0.0630903238
102.6;2.1471985261;0.0042771031;1.4653329506;0.0627219245
102.625;2.1471649995;0.0042497311;1.4653215013;0.0623361983
102.65;2.1471310007;0.0042211394;1.4653098906;0.0619323823
102.675;2.1470966129;0.0041912798;1.4652981465;0.0615097523
102.7;2.1470619229;0.0041601067;1.465286299;0.0610676262
102.725;2.1470270215;0.0041275779;1.4652743788;0.060605367
102.75;2.1469920029;0.0040936544;1.4652624182;0.0601223863
102.775;2.1469569648;0.0040583008;1.4652504505;0.059618147
102.8;2.1469220076;0.0040214855;1.4652385099;0.0590921659
102.825;2.1468872347;0.0039831805;1.4652266317;0.0585440172
102.85;2.1468527518;0.0039433623;1.465214852;0.0579733342
102.875;2.146818667;0.0039020113;1.4652032078;0.057379812
102.9;2.1467850902;0.0038591123;1.4651917364;0.0567632099
102.925;2.1467521328;0.0038146548;1.465180476;0.0561233531
102.95;2.1467199075;0.0037686327;1.4651694651;0.0554601347
102.975;2.146688528;0.0037210448;1.4651587424;0.0547735173
103;2.1466581085;0.0036718945;1.465148347;0.0540635342
103.025;2.1466287637;0.0036211903;1.465138318;0.053330291
103.05;2.1466006077;0.0035689454;1.4651286944;0.0525739662
103.075;2.1465737548;0.0035151783;1.4651195152;0.0517948123
103.1;2.1465483179;0.0034599123;1.4651108191;0.0509931558
103.125;2.1465244092;0.0034031757;1.4651026442;0.0501693982
103.15;2.1465021391;0.0033450019;1.4650950284;0.0493240153
103.175;2.1464816164;0.0032854294;1.4650880088;0.0484575577
103.2;2.1464629476;0.0032245016;1.4650816218;0.04757065
103.225;2.1464462364;0.0031622667;1.4650759028;0.04666399
103.25;2.146431584;0.0030987778;1.4650708865;0.0457383484
103.275;2.1464190881;0.0030340931;1.4650666061;0.0447945672
103.3;2.1464088429;0.0029682749;1.4650630939;0.0438335581
103.325;2.1464009387;0.0029013905;1.4650603807;0.0428563019
103.35;2.1463954618;0.0028335116;1.4650584961;0.0418638454
103.375;2.1463924936;0.0027647139;1.4650574678;0.0408573003
103.4;2.1463921109;0.0026950775;1.4650573221;0.0398378406
103.425;2.1463943857;0.0026246864;1.4650580835;0.0388067003
103.45;2.1463993841;0.0025536283;1.4650597747;0.0377651702
103.475;2.1464071669;0.0024819946;1.4650624166;0.0367145958
103.5;2.1464177892;0.0024098799;1.4650660277;0.0356563737
103.525;2.1464312998;0.0023373822;1.465070625;0.0345919483
103.55;2.1464477413;0.0022646021;1.4650762228;0.0335228088
103.575;2.1464671498;0.002191643;1.4650828336;0.0324504854
103.6;2.1464895549;0.0021186109;1.4650904674;0.0313765453
103.625;2.1465149793;0.0020456136;1.465099132;0.0303025894
103.65;2.1465434388;0.0019727609;1.4651088328;0.0292302475
103.675;2.1465749422;0.0019001644;1.4651195728;0.0281611749
103.7;2.1466094911;0.0018279368;1.4651313525;0.0270970479
103.725;2.14664708;0.0017561917;1.4651441701;0.0260395591
103.75;2.1466876962;0.0016850438;1.4651580211;0.0249904137
103.775;2.1467313195;0.0016146078;1.4651728987;0.023951324
103.8;2.1467779225;0.0015449988;1.4651887935;0.0229240059
103.825;2.1468274707;0.0014763314;1.4652056936;0.0219101734
103.85;2.1468799221;0.00140872;1.4652235847;0.0209115346
103.875;2.1469352276;0.0013422781;1.46524245;0.0199297865
103.9;2.1469933309;0.0012771177;1.4652622703;0.0189666108
103.925;2.1470541688;0.0012133499;1.4652830239;0.0180236687
103.95;2.1471176711;0.0011510837;1.4653046869;0.0171025967
103.975;2.1471837607;0.0010904259;1.4653272328;0.0162050018
104;2.1472523541;0.0010314813;1.4653506331;0.0153324566
104.025;2.1473233612;0.0009743517;1.4653748571;0.0144864953
104.05;2.1473966857;0.000919136;1.4653998717;0.013668609
104.075;2.1474722251;0.0008659299;1.4654256421;0.0128802411
104.1;2.1475498713;0.0008148255;1.4654521311;0.0121227833
104.125;2.1476295105;0.0007659111;1.4654793;0.0113975712
104.15;2.1477110236;0.0007192708;1.4655071081;0.0107058806
104.175;2.1477942866;0.0006749844;1.4655355129;0.0100489229
104.2;2.1478791705;0.0006331271;1.4655644705;0.009427842
104.225;2.1479655421;0.0005937692;1.4655939353;0.0088437104
104.25;2.1480532641;0.0005569759;1.4656238604;0.0082975253
104.275;2.1481421954;0.0005228073;1.4656541977;0.0077902061
104.3;2.1482321914;0.0004913178;1.4656848978;0.0073225908
104.325;2.1483231047;0.000462556;1.4657159103;0.0068954329
104.35;2.148414785;0.000436565;1.4657471839;0.0065093992
104.375;2.1485070796;0.0004133815;1.4657786666;0.0061650668
104.4;2.1485998343;0.0003930364;1.4658103057;0.0058629214
104.425;2.1486928931;0.0003755538;1.4658420479;0.0056033545
104.45;2.1487860988;0.0003609519;1.4658738397;0.0053866626
104.475;2.1488792936;0.000349242;1.4659056272;0.0052130446
104.5;2.1489723195;0.000340429;1.4659373564;0.0050826012
104.525;2.1490650185;0.0003345111;1.4659689736;0.0049953338
104.55;2.1491572331;0.0003314797;1.4660004249;0.0049511434
104.575;2.1492488068;0.0003313196;1.4660316571;0.0049498305
104.6;2.1493395843;0.0003340089;1.4660626171;0.0049910947
104.625;2.1494294121;0.0003395187;1.4660932527;0.0050745348
104.65;2.149518139;0.0003478138;1.4661235122;0.0051996491
104.675;2.1496056163;0.0003588519;1.4661533451;0.0053658364
104.7;2.149691698;0.0003725845;1.4661827015;0.0055723965
104.725;2.1497762417;0.0003889565;1.4662115329;0.0058185317
104.75;2.1498591088;0.0004079064;1.4662397922;0.0061033483
104.775;2.1499401645;0.0004293664;1.4662674333;0.0064258583
104.8;2.1500192786;0.0004532627;1.4662944119;0.0067849819
104.825;2.1500963257;0.0004795155;1.4663206854;0.0071795496
104.85;2.1501711857;0.0005080394;1.4663462128;0.0076083045
104.875;2.1502437437;0.0005387432;1.4663709549;0.0080699066
104.9;2.1503138908;0.0005715306;1.4663948748;0.0085629346
104.925;2.150381524;0.0006063001;1.4664179373;0.0090858903
104.95;2.1504465468;0.0006429456;1.4664401095;0.0096372021
104.975;2.1505088693;0.0006813563;1.466461361;0.0102152295
105;2.1505684084;0.0007214171;1.4664816633;0.0108182668
105.025;2.1506250883;0.0007630091;1.4665009908;0.011444548
105.05;2.1506788403;0.0008060098;1.46651932;0.0120922519
105.075;2.1507296033;0.0008502933;1.4665366301;0.0127595065
105.1;2.1507773239;0.0008957311;1.466552903;0.0134443948
105.125;2.1508219564;0.0009421918;1.4665681231;0.01414496
105.15;2.1508634631;0.0009895421;1.4665822776;0.0148592111
105.175;2.1509018145;0.0010376468;1.4665953565;0.0155851288
105.2;2.1509369889;0.0010863694;1.4666073524;0.0163206714
105.225;2.1509689732;0.0011355723;1.4666182609;0.0170637807
105.25;2.1509977623;0.0011851176;1.4666280802;0.0178123887
105.275;2.1510233592;0.001234867;1.4666368114;0.0185644233
105.3;2.1510457754;0.0012846827;1.4666444584;0.0193178152
105.325;2.1510650305;0.0013344275;1.4666510278;0.020070504
105.35;2.1510811521;0.0013839655;1.4666565292;0.0208204447
105.375;2.151094176;0.0014331623;1.4666609747;0.0215656145
105.4;2.151104146;0.0014818855;1.4666643792;0.022304019
105.425;2.1511111136;0.0015300052;1.4666667602;0.0230336988
105.45;2.1511151379;0.0015773944;1.466668138;0.0237527359
105.475;2.1511162856;0.0016239294;1.4666685352;0.0244592603
105.5;2.1511146308;0.0016694902;1.466667977;0.0251514559
105.525;2.1511102546;0.0017139608;1.4666664911;0.0258275669
105.55;2.1511032448;0.00175723;1.4666641073;0.0264859038
105.575;2.151093696;0.0017991913;1.466660858;0.0271248494
105.6;2.1510817091;0.0018397434;1.4666567773;0.0277428641
105.625;2.151067391;0.0018787909;1.4666519019;0.028338492
105.65;2.1510508541;0.0019162442;1.4666462699;0.0289103656
105.675;2.1510322166;0.00195202;1.4666399215;0.0294572112
105.7;2.1510116013;0.0019860417;1.4666328988;0.0299778535
105.725;2.1509891362;0.0020182395;1.4666252451;0.0304712202
105.75;2.1509649531;0.0020485508;1.4666170055;0.030936346
105.775;2.150939188;0.0020769206;1.4666082263;0.0313723766
105.8;2.1509119805;0.0021033012;1.4665989549;0.0317785722
105.825;2.1508834731;0.002127653;1.4665892401;0.0321543106
105.85;2.1508538113;0.0021499444;1.4665791314;0.03249909
105.875;2.1508231428;0.0021701518;1.466568679;0.0328125315
105.9;2.150791617;0.00218826;1.466557934;0.0330943811
105.925;2.1507593851;0.0022042621;1.4665469477;0.0333445111
105.95;2.1507265991;0.0022181599;1.4665357722;0.0335629215
105.975;2.1506934115;0.0022299633;1.4665244592;0.0337497405
106;2.1506599753;0.0022396909;1.4665130611;0.0339052254
106.025;2.1506264428;0.0022473699;1.4665016297;0.0340297616
106.05;2.1505929659;0.0022530357;1.4664902168;0.034123863
106.075;2.1505596954;0.0022567321;1.4664788738;0.0341881703
106.1;2.1505267801;0.0022585113;1.4664676516;0.0342234496
106.125;2.1504943674;0.0022584334;1.4664566002;0.0342305909
106.15;2.150462602;0.0022565666;1.4664457692;0.0342106057
106.175;2.1504316256;0.0022529867;1.4664352068;0.0341646236
106.2;2.1504015773;0.0022477773;1.4664249605;0.0340938902
106.225;2.150372592;0.0022410288;1.4664150763;0.0339997623
106.25;2.1503448011;0.0022328392;1.466405599;0.0338837048
106.275;2.1503183316;0.0022233127;1.466396572;0.0337472856
106.3;2.1502933056;0.0022125603;1.4663880369;0.0335921713
106.325;2.1502698406;0.0022006986;1.4663800338;0.0334201215
106.35;2.1502480485;0.0021878501;1.466372601;0.0332329838
106.375;2.1502280358;0.0021741426;1.4663657748;0.0330326871
106.4;2.150209903;0.0021597087;1.4663595894;0.0328212363
106.425;2.1501937445;0.0021446853;1.466354077;0.0326007048
106.45;2.1501796481;0.0021292133;1.4663492678;0.0323732286
106.475;2.1501676953;0.0021134371;1.4663451895;0.0321409984
106.5;2.1501579604;0.0020975041;1.4663418673;0.0319062525
106.525;2.1501505107;0.0020815642;1.4663393245;0.0316712698
106.55;2.1501454063;0.0020657692;1.4663375813;0.031438361
106.575;2.1501426998;0.0020502725;1.466336656;0.0312098616
106.6;2.1501424364;0.0020352282;1.4663365637;0.0309881232
106.625;2.1501446534;0.0020207911;1.4663373173;0.0307755055
106.65;2.1501493802;0.0020071156;1.4663389269;0.0305743685
106.675;2.1501566385;0.0019943554;1.4663413999;0.030387063
106.7;2.1501664419;0.0019826631;1.4663447408;0.0302159235
106.725;2.1501787959;0.0019721894;1.4663489517;0.0300632587
106.75;2.150193698;0.0019630825;1.4663540316;0.029931344
106.775;2.1502111375;0.0019554881;1.466359977;0.0298224125
106.8;2.1502310954;0.0019495481;1.4663667813;0.0297386471
106.825;2.1502535449;0.0019454006;1.4663744355;0.0296821723
106.85;2.1502784509;0.0019431792;1.4663829274;0.0296550457
106.875;2.1503057701;0.0019430125;1.4663922425;0.029659251
106.9;2.1503354512;0.0019450236;1.4664023633;0.0296966895
106.925;2.1503674352;0.0019493296;1.4664132695;0.029769173
106.95;2.1504016549;0.0019560413;1.4664249383;0.0298784166
106.975;2.1504380354;0.0019652624;1.4664373442;0.0300260312
107;2.1504764941;0.0019770893;1.4664504589;0.0302135176
107.025;2.1505169407;0.001991611;1.4664642518;0.0304422595
107.05;2.1505592775;0.0020089079;1.4664786895;0.0307135176
107.075;2.1506033996;0.0020290523;1.4664937361;0.0310284239
107.1;2.1506491946;0.0020521073;1.4665093536;0.0313879766
107.125;2.1506965433;0.0020781273;1.4665255011;0.0317930348
107.15;2.1507453196;0.002107157;1.4665421357;0.0322443142
107.175;2.1507953905;0.0021392315;1.466559212;0.0327423829
107.2;2.1508466166;0.0021743759;1.4665766827;0.0332876581
107.225;2.1508988522;0.0022126053;1.4665944979;0.0338804028
107.25;2.1509519453;0.0022539246;1.4666126059;0.0345207228
107.275;2.1510057381;0.0022983281;1.4666309529;0.0352085648
107.3;2.1510600669;0.0023457999;1.4666494832;0.035943715
107.325;2.1511147624;0.0023963132;1.4666681389;0.0367257976
107.35;2.1511696502;0.0024498309;1.4666868608;0.0375542744
107.375;2.1512245504;0.0025063052;1.4667055875;0.0384284443
107.4;2.1512792785;0.0025656778;1.4667242561;0.0393474446
107.425;2.1513336453;0.0026278798;1.4667428022;0.040310251
107.45;2.1513874568;0.0026928321;1.4667611596;0.0413156803
107.475;2.1514405152;0.0027604454;1.4667792611;0.0423623913
107.5;2.1514926184;0.0028306203;1.4667970376;0.0434488884
107.525;2.1515435607;0.0029032476;1.4668144191;0.0445735244
107.55;2.1515931327;0.0029782087;1.4668313343;0.0457345043
107.575;2.1516411218;0.0030553755;1.4668477107;0.0469298895
107.6;2.1516873123;0.0031346111;1.4668634749;0.048157603
107.625;2.1517314856;0.0032157701;1.4668785523;0.0494154342
107.65;2.1517734206;0.0032986988;1.4668928676;0.050701045
107.675;2.1518128939;0.0033832356;1.4669063446;0.0520119761
107.7;2.1518496797;0.0034692119;1.4669189064;0.0533456538
107.725;2.1518835505;0.003556452;1.4669304755;0.0546993974
107.75;2.1519142772;0.003644774;1.4669409738;0.0560704266
107.775;2.1519416291;0.0037339901;1.4669503226;0.0574558697
107.8;2.1519653744;0.0038239074;1.4669584429;0.0588527723
107.825;2.1519852803;0.0039143281;1.4669652553;0.0602581063
107.85;2.1520011134;0.0040050507;1.4669706803;0.0616687783
107.875;2.1520126397;0.00409587;1.466974638;0.0630816404
107.9;2.1520196248;0.0041865781;1.4669770485;0.0644934992
107.925;2.1520218344;0.0042769652;1.466977832;0.0659011257
107.95;2.1520190345;0.0043668196;1.4669769084;0.0673012667
107.975;2.1520109911;0.0044559294;1.466974198;0.0686906541
108;2.1519974713;0.0045440822;1.4669696214;0.0700660164
108.025;2.1519782425;0.0046310664;1.4669630991;0.0714240891
108.05;2.1519530735;0.0047166719;1.4669545521;0.0727616259
108.075;2.1519217343;0.0048006905;1.4669439021;0.0740754094
108.1;2.1518839962;0.0048829168;1.4669310707;0.075362262
108.125;2.1518396323;0.0049631489;1.4669159806;0.0766190571
108.15;2.1517884173;0.0050411892;1.4668985548;0.0778427298
108.175;2.1517301282;0.0051168449;1.4668787169;0.0790302876
108.2;2.1516645441;0.0051899287;1.4668563916;0.0801788211
108.225;2.1515914464;0.0052602596;1.4668315041;0.0812855147
108.25;2.1515106192;0.0053276637;1.4668039806;0.0823476561
108.275;2.1514218494;0.0053919744;1.466773748;0.0833626471
108.3;2.1513249266;0.0054530333;1.4667407345;0.0843280124
108.325;2.1512196437;0.0055106908;1.466704869;0.0852414099
108.35;2.1511057967;0.0055648068;1.4666660818;0.0861006385
108.375;2.1509831849;0.0056152508;1.4666243042;0.0869036475
108.4;2.1508516112;0.0056619028;1.4665794685;0.0876485444
108.425;2.1507108824;0.0057046538;1.4665315084;0.0883336025
108.45;2.1505608085;0.005743406;1.4664803589;0.0889572677
108.475;2.150401204;0.0057780732;1.4664259563;0.0895181656
108.5;2.150231887;0.0058085816;1.4663682381;0.0900151072
108.525;2.1500526799;0.0058348697;1.4663071433;0.0904470939
108.55;2.1498634092;0.0058568886;1.4662426123;0.0908133233
108.575;2.1496639059;0.0058746027;1.466174587;0.0911131919
108.6;2.1494540053;0.0058879892;1.4661030105;0.0913463001
108.625;2.149233547;0.0058970391;1.4660278278;0.0915124535
108.65;2.1490023753;0.0059017566;1.4659489852;0.0916116662
108.675;2.148760339;0.0059021595;1.4658664305;0.0916441615
108.7;2.1485072917;0.0058982791;1.4657801131;0.0916103727
108.725;2.1482430915;0.0058901604;1.4656899839;0.0915109434
108.75;2.1479676012;0.0058778619;1.4655959956;0.0913467258
108.775;2.1476806884;0.0058614552;1.4654981022;0.0911187805
108.8;2.1473822255;0.0058410255;1.4653962596;0.0908283731
108.825;2.1470720896;0.0058166707;1.4652904248;0.0904769721
108.85;2.1467501624;0.0057885016;1.4651805569;0.0900662446
108.875;2.1464163306;0.0057566412;1.4650666164;0.0895980523
108.9;2.1460704855;0.0057212248;1.4649485652;0.0890744463
108.925;2.145712523;0.0056823995;1.4648263669;0.0884976616
108.95;2.1453423438;0.0056403233;1.4646999867;0.0878701103
108.975;2.1449598532;0.0055951654;1.4645693913;0.0871943748
109;2.1445649609;0.005547105;1.4644345489;0.0864732007
109.025;2.1441575814;0.0054963312;1.4642954291;0.0857094874
109.05;2.1437376335;0.0054430421;1.4641520032;0.0849062803
109.075;2.1433050403;0.0053874446;1.4640042438;0.0840667612
109.1;2.1428597293;0.0053297531;1.4638521248;0.0831942384
109.125;2.1424016321;0.0052701896;1.4636956218;0.0822921366
109.15;2.1419306847;0.0052089824;1.4635347115;0.0813639862
109.175;2.1414468268;0.0051463656;1.463369372;0.0804134121
109.2;2.1409500024;0.0050825784;1.4631995827;0.0794441222
109.225;2.1404401589;0.0050178642;1.4630253244;0.078459896
109.25;2.1399172478;0.0049524699;1.4628465788;0.0774645724
109.275;2.139381224;0.0048866452;1.4626633292;0.0764620373
109.3;2.1388320461;0.0048206415;1.4624755596;0.0754562113
109.325;2.138269676;0.0047547114;1.4622832554;0.0744510374
109.35;2.1376940787;0.0046891077;1.4620864031;0.073450468
109.375;2.1371052226;0.0046240826;1.46188499;0.0724584523
109.4;2.136503079;0.0045598869;1.4616790044;0.0714789232
109.425;2.1358876222;0.0044967694;1.4614684358;0.0705157854
